date,time,DOY,Pa_2_1_1,Ta_2_1_1,Ta_2_2_1,RH_2_2_1,RH_2_1_1,MWS_2_1_1,WD_2_1_1,P_2_1_1,SWin_2_1_1,SWout_2_1_1,LWin_2_1_1,LWout_2_1_1,Rn_2_1_1,Ts_2_3_1,Ts_2_4_1,Ts_2_5_1,Ts_2_6_1,Ts_2_7_1,Ts_2_8_1,Ts_2_9_1,SWC_2_4_1,SWC_2_6_1,SWC_2_7_1
[yyyy-mm-dd],[HH:MM],[ddd.ddd],[Pa],[K],[K],[%],[%],[m/s],[Degrees_past_North],[m],[W/m^2],[W/m^2],[W/m^2],[W/m^2],[W/m^2],[K],[K],[K],[K],[K],[K],[K],[m^3/m^3],[m^3/m^3],[m^3/m^3]
2015-07-19,19:00,200.7915,100546.0,291.417,291.583,58.6067,57.3167,2.88762,102.433,0.0,261.52,48.1,344.7,410.58,147.54,288.837,287.76,276.86,274.373,272.973,272.28,270.88,0.2569,0.6389,0.6342
2015-07-19,19:30,200.8123,100542.0,291.093,291.037,58.6733,56.13,2.6178,140.48,0.0,178.437,31.9767,342.437,404.853,84.0467,288.757,286.97,276.887,274.383,272.97,272.28,270.89,0.256733,0.638867,0.6339
2015-07-19,20:00,200.8332,100537.0,290.79,290.653,62.66,58.8967,2.3949,114.169,0.0,120.62,20.22,356.457,402.43,54.43,288.703,286.667,276.91,274.403,272.977,272.283,270.89,0.256833,0.6389,0.6337
2015-07-19,20:30,200.854,100523.0,290.41,290.17,66.9633,62.4767,2.20162,105.936,0.0,79.2033,13.11,367.537,400.04,33.5933,288.647,286.38,276.923,274.413,272.97,272.283,270.89,0.257133,0.638933,0.6336
2015-07-19,21:00,200.8748,100521.0,290.017,289.723,74.57,69.0067,2.06725,86.6687,0.0,73.5567,12.6633,364.877,398.583,27.1933,288.587,286.023,276.94,274.427,272.98,272.29,270.89,0.257567,0.639033,0.633567
2015-07-19,21:30,200.8956,100521.0,289.707,289.4,73.2633,70.4433,2.24044,159.731,0.0,48.64,7.92667,366.9,394.95,12.6633,288.477,285.697,276.95,274.443,272.973,272.29,270.89,0.258,0.639033,0.633467
2015-07-19,22:00,200.9165,100522.0,289.18,288.57,77.6167,73.29,1.34142,188.198,0.0,13.6833,1.22,369.92,388.37,-5.98333,288.297,285.027,276.953,274.453,272.98,272.29,270.89,0.258433,0.637633,0.633367
2015-07-19,22:30,200.9373,100530.0,288.607,287.317,84.2667,75.68,1.6904,18.3256,0.0,15.98,2.12,369.493,384.407,-1.05,288.043,284.41,276.943,274.463,272.98,272.283,270.89,0.258867,0.6361,0.633267
2015-07-19,23:00,200.9581,100522.0,288.01,286.877,88.5,80.7367,1.99458,51.8123,0.0,16.02,2.81667,369.913,383.017,0.103333,287.803,284.153,276.937,274.48,272.98,272.287,270.893,0.259333,0.6361,0.6333
2015-07-19,23:30,200.979,100521.0,287.39,286.54,91.2333,85.7,1.746,95.5435,0.0,10.45,0.0,365.877,380.363,-4.04,287.55,283.847,276.927,274.49,272.98,272.29,270.897,0.259767,0.636,0.633267
2015-07-20,00:00,201.0,100514.0,287.57,286.44,91.9667,85.4,1.96813,136.357,0.0,1.64,0.0,368.22,378.423,-8.56667,287.25,283.433,276.907,274.497,272.98,272.29,270.89,0.2602,0.6359,0.633133
2015-07-20,00:30,201.0208,100478.0,287.2,286.557,89.7333,85.5667,2.77464,111.4,0.0,0.0,0.0,370.287,379.897,-9.60667,286.953,283.28,276.893,274.507,272.98,272.29,270.897,0.2606,0.6359,0.633167
2015-07-20,01:00,201.0416,100460.0,286.973,286.597,89.0,86.7,2.87101,103.067,0.0,0.0,0.0,370.813,379.537,-8.72333,286.69,283.31,276.87,274.51,272.98,272.29,270.897,0.2609,0.6359,0.633067
2015-07-20,01:30,201.0624,100442.0,286.65,286.307,91.8667,90.0333,2.7878,113.066,0.0,0.0,0.0,365.923,378.68,-12.7567,286.443,283.2,276.85,274.513,272.98,272.29,270.89,0.2612,0.636,0.6332
2015-07-20,02:00,201.0833,100416.0,286.767,286.42,89.6667,87.5,3.09842,106.164,0.0,0.0,0.0,368.267,379.037,-10.77,286.22,283.157,276.83,274.52,272.98,272.29,270.9,0.2615,0.6361,0.633067
2015-07-20,02:30,201.1041,100396.0,286.497,286.04,91.7667,89.2667,2.69835,92.6932,0.0,0.0,0.0,363.87,376.07,-12.1967,286.003,282.897,276.81,274.52,272.98,272.29,270.897,0.261733,0.636067,0.632933
2015-07-20,03:00,201.1249,100388.0,286.23,285.57,93.6333,90.1333,3.215,105.4,0.0,1.39667,0.0,364.693,374.433,-8.34,285.763,282.53,276.783,274.523,272.98,272.29,270.9,0.261933,0.636033,0.633067
2015-07-20,03:30,201.1458,100371.0,286.387,285.967,89.4,86.4667,3.3183,109.672,0.0,0.0,0.0,368.117,376.43,-8.31,285.56,282.523,276.76,274.523,272.98,272.29,270.897,0.262167,0.6361,0.633
2015-07-20,04:00,201.1666,100352.0,286.11,285.44,92.2,88.1667,3.67894,65.9119,0.0,2.34333,0.0,368.39,374.097,-3.36,285.37,282.357,276.737,274.52,272.98,272.29,270.897,0.262367,0.636167,0.633033
2015-07-20,04:30,201.1874,100327.0,286.17,285.547,93.0667,89.2333,4.00902,87.7342,0.0,8.74667,0.0,367.133,375.517,0.366667,285.193,282.313,276.713,274.523,272.98,272.29,270.9,0.262567,0.6362,0.632933
2015-07-20,05:00,201.2083,100309.0,286.123,285.767,92.6333,90.2333,4.14525,100.538,0.0,21.1633,1.36333,360.743,376.473,4.07,285.06,282.41,276.69,274.52,272.98,272.29,270.9,0.262767,0.6362,0.632967
2015-07-20,05:30,201.2291,100303.0,286.323,286.107,92.5667,90.6667,3.97204,119.567,0.0,33.18,4.26,365.09,379.62,14.3967,284.98,282.64,276.673,274.52,272.98,272.29,270.9,0.262933,0.6362,0.633067
2015-07-20,06:00,201.2499,100288.0,286.557,286.367,92.0333,90.0667,4.5231,112.769,0.0,33.9267,3.94667,366.88,380.737,16.1233,284.94,282.88,276.657,274.52,272.983,272.293,270.9,0.2631,0.6363,0.632933
2015-07-20,06:30,201.2707,100285.0,286.903,286.68,89.2,87.3667,4.86045,111.887,0.0,24.9433,1.95333,370.747,381.24,12.4967,284.917,283.073,276.64,274.52,272.98,272.29,270.9,0.263233,0.6363,0.632667
2015-07-20,07:00,201.2916,100271.0,286.943,286.763,91.7333,89.6,5.05761,123.7,0.0001,51.7533,7.72333,370.417,383.07,31.38,284.93,283.397,276.63,274.51,272.98,272.29,270.9,0.263367,0.6363,0.6327
2015-07-20,07:30,201.3124,100258.0,287.48,287.337,91.2,89.1333,5.41713,121.565,0.0,93.4033,12.9267,355.237,386.243,49.47,285.06,284.02,276.63,274.51,272.98,272.29,270.9,0.263533,0.636367,0.632767
2015-07-20,08:00,201.3332,100243.0,288.697,288.68,85.7333,83.8333,6.12978,127.51,0.0,219.563,36.9833,351.337,394.93,138.983,285.307,285.047,276.63,274.503,272.98,272.29,270.9,0.2636,0.6364,0.6328
2015-07-20,08:30,201.3541,100243.0,289.747,289.69,78.2467,76.3,7.48305,148.4,0.0,171.683,29.1133,369.947,397.313,115.203,285.65,286.107,276.647,274.5,272.987,272.297,270.903,0.2635,0.636433,0.632833
2015-07-20,09:00,201.3749,100242.0,290.027,289.913,75.42,73.4233,7.81377,148.6,0.0,194.383,31.0967,363.33,399.24,127.377,285.887,286.4,276.667,274.497,272.987,272.3,270.907,0.263133,0.636467,0.632633
2015-07-20,09:30,201.3957,100230.0,290.603,290.637,72.4433,71.0067,8.05061,148.967,0.0,310.18,52.96,346.057,404.933,198.34,286.22,286.903,276.69,274.493,272.987,272.297,270.91,0.262633,0.6364,0.632667
2015-07-20,10:00,201.4165,100212.0,291.583,291.73,67.7,66.5567,8.23232,148.667,0.0,381.293,65.82,346.667,412.15,249.987,286.697,287.767,276.73,274.49,272.99,272.3,270.91,0.261867,0.636367,0.632533
2015-07-20,10:30,201.4374,100211.0,292.06,292.21,64.5633,63.4233,8.38441,151.434,0.0,371.05,62.4233,349.337,414.39,243.57,287.14,288.117,276.773,274.49,272.99,272.3,270.91,0.260867,0.6363,0.632467
2015-07-20,11:00,201.4582,100191.0,292.363,292.557,63.6,62.6133,8.0827,152.667,0.0,377.173,62.4533,346.833,417.007,244.543,287.617,288.693,276.823,274.49,272.99,272.3,270.91,0.2597,0.636167,0.6323
2015-07-20,11:30,201.479,100179.0,293.193,293.6,61.32,60.6033,8.06506,158.533,0.0,630.237,107.453,341.37,429.46,434.697,288.177,289.793,276.877,274.49,272.99,272.3,270.91,0.258467,0.6361,0.632133
2015-07-20,12:00,201.4999,100158.0,294.207,294.693,58.2633,57.7433,7.42219,159.565,0.0,648.083,108.663,345.347,437.23,447.533,288.877,290.923,276.943,274.49,272.99,272.297,270.91,0.256967,0.635967,0.6319
2015-07-20,12:30,201.5207,100137.0,295.0,295.557,55.0633,54.6,6.94596,153.966,0.0,629.397,104.783,357.957,441.76,440.813,289.583,291.813,277.02,274.497,272.99,272.3,270.913,0.2552,0.635867,0.631667
2015-07-20,13:00,201.5415,100118.0,295.393,295.81,53.95,53.2267,6.3634,159.365,0.0,560.687,93.1467,358.77,441.633,384.677,290.147,291.93,277.093,274.5,272.99,272.3,270.913,0.2534,0.6356,0.631533
2015-07-20,13:30,201.5624,100103.0,296.287,296.75,49.1733,48.2133,6.63757,171.633,0.0,653.697,108.323,357.037,448.89,453.513,290.74,292.52,277.173,274.51,272.99,272.3,270.91,0.2515,0.635333,0.6313
2015-07-20,14:00,201.5832,100080.0,296.733,297.15,47.11,45.9633,6.24252,168.165,0.0,625.14,102.16,358.647,450.703,430.927,291.213,292.743,277.253,274.513,272.99,272.3,270.91,0.2495,0.635,0.6306
2015-07-20,14:30,201.604,100069.0,297.69,298.193,42.9833,41.95,6.52441,173.181,0.0,689.25,115.26,360.513,458.497,476.007,291.75,293.353,277.337,274.523,272.99,272.3,270.91,0.247467,0.634633,0.630233
2015-07-20,15:00,201.6249,100052.0,298.1,298.62,42.0467,41.13,7.25989,189.768,0.0,684.397,115.477,359.997,460.91,468.003,292.153,293.533,277.42,274.537,272.997,272.3,270.91,0.245233,0.634167,0.630033
2015-07-20,15:30,201.6457,100024.0,297.933,298.19,42.9533,41.6133,7.21211,191.835,0.0,440.283,72.0533,367.72,451.34,284.61,292.337,292.827,277.497,274.553,272.997,272.303,270.92,0.2432,0.6337,0.6297
2015-07-20,16:00,201.6665,100000.0,298.337,298.52,41.7667,40.0333,6.97899,185.642,0.0,514.06,87.2767,373.187,455.957,344.007,292.553,293.057,277.567,274.567,272.997,272.3,270.913,0.241367,0.6334,0.6295
2015-07-20,16:30,201.6873,99978.0,298.91,299.157,39.3633,37.8133,7.23661,179.623,0.0,510.77,87.64,363.883,457.593,329.42,292.777,293.193,277.64,274.583,272.997,272.3,270.92,0.239433,0.6331,0.629333
2015-07-20,17:00,201.7082,99968.3,298.7,298.753,37.9567,36.0033,7.0094,175.997,0.0,376.613,64.1067,362.77,450.803,224.467,292.833,292.6,277.71,274.607,273.0,272.3,270.92,0.2375,0.6327,0.629033
2015-07-20,17:30,201.729,99951.3,298.553,298.523,37.45,35.2233,7.57622,180.933,0.0,421.963,74.2567,376.407,451.863,272.253,292.807,292.557,277.76,274.623,273.0,272.303,270.92,0.2357,0.6324,0.628667
2015-07-20,18:00,201.7498,99917.0,299.25,299.317,33.75,31.79,7.57116,179.633,0.0,442.807,81.5667,358.33,454.593,264.98,292.87,292.803,277.82,274.643,273.0,272.303,270.92,0.2338,0.632267,0.628467
2015-07-20,18:30,201.7707,99906.0,299.187,299.147,33.7333,31.7533,7.6252,175.901,0.0,391.96,74.6,355.6,451.573,221.39,292.79,292.327,277.873,274.663,273.0,272.307,270.92,0.2319,0.632067,0.628133
2015-07-20,19:00,201.7915,99906.3,298.78,298.677,33.4267,31.4133,8.03335,191.966,0.0,320.52,62.4,353.2,446.187,165.133,292.583,291.433,277.913,274.687,273.0,272.303,270.92,0.2301,0.631733,0.6277
2015-07-20,19:30,201.8123,99920.7,297.9,297.64,37.4367,35.1933,6.29994,186.667,0.0,232.413,45.6067,351.403,438.347,99.8567,292.247,290.323,277.943,274.707,273.0,272.307,270.92,0.2285,0.6313,0.627433
2015-07-20,20:00,201.8332,99907.7,296.573,295.977,43.4267,40.11,5.23938,174.701,0.0,105.227,18.1833,348.817,423.803,12.0633,291.87,289.167,277.963,274.727,273.0,272.31,270.92,0.2274,0.631167,0.627367
2015-07-20,20:30,201.854,99906.0,294.843,293.957,53.0167,47.73,4.38495,158.42,0.0,129.11,25.0067,353.44,416.463,41.0767,291.487,288.207,277.97,274.747,273.0,272.31,270.92,0.226633,0.6311,0.6271
2015-07-20,21:00,201.8748,99912.3,295.87,295.64,50.88,47.86,4.43293,151.267,0.0,151.383,33.35,350.717,422.2,46.5467,291.307,288.377,277.97,274.767,273.0,272.31,270.92,0.2261,0.631,0.627
2015-07-20,21:30,201.8956,99918.3,294.787,294.263,57.64,53.77,4.28514,135.033,0.0,91.9433,18.65,351.733,413.143,11.8767,291.033,287.683,277.963,274.79,273.01,272.31,270.93,0.225533,0.631067,0.627
2015-07-20,22:00,201.9165,99932.3,293.237,292.553,65.6233,61.4767,4.31462,129.133,0.0,54.6233,9.56667,361.053,406.66,-0.546667,290.763,287.213,277.947,274.807,273.01,272.31,270.93,0.225233,0.630933,0.626933
2015-07-20,22:30,201.9373,99934.3,292.23,291.49,70.93,66.8033,4.47058,128.067,0.0,36.9267,6.06667,357.797,401.07,-12.4167,290.457,286.667,277.923,274.823,273.01,272.31,270.927,0.225067,0.630967,0.6269
2015-07-20,23:00,201.9581,99941.7,292.007,291.373,65.4567,62.18,5.72553,137.468,0.0,21.4367,3.29,350.527,400.953,-32.28,290.073,286.203,277.9,274.84,273.01,272.31,270.93,0.2249,0.6309,0.626833
2015-07-20,23:30,201.979,99951.3,291.607,291.027,63.59,60.75,5.53383,141.238,0.0,10.2233,0.926667,356.5,398.34,-32.5467,289.657,285.777,277.873,274.85,273.01,272.31,270.927,0.224667,0.630933,0.626733
2015-07-21,00:00,202.0,99950.7,290.953,290.447,64.3633,61.8,5.95242,137.0,0.0,3.81,0.0,361.257,396.767,-31.7,289.243,285.497,277.847,274.86,273.01,272.31,270.927,0.224467,0.631,0.626667
2015-07-21,00:30,202.0208,99951.0,290.947,290.53,62.2033,60.1133,6.91238,135.9,0.0,0.0,0.0,365.64,397.94,-32.3,288.88,285.51,277.813,274.867,273.01,272.31,270.927,0.2243,0.631,0.626633
2015-07-21,01:00,202.0416,99947.0,290.74,290.37,62.0433,60.2133,7.66994,138.567,0.0,0.0,0.0,364.27,397.343,-33.0733,288.55,285.56,277.79,274.873,273.01,272.31,270.927,0.2241,0.631067,0.626567
2015-07-21,01:30,202.0624,99935.7,290.68,290.323,60.6533,58.8767,8.47252,140.967,0.0,0.0,0.0,363.84,397.593,-33.7533,288.23,285.553,277.76,274.88,273.01,272.31,270.93,0.2239,0.6311,0.6266
2015-07-21,02:00,202.0833,99939.0,290.6,290.24,60.1633,58.3967,8.46819,146.667,0.0,0.0,0.0,364.49,397.043,-32.5533,287.94,285.513,277.73,274.883,273.01,272.31,270.93,0.223667,0.6311,0.6265
2015-07-21,02:30,202.1041,99964.3,290.293,289.937,61.3367,59.56,8.29098,153.636,0.0,0.0,0.0,364.773,395.53,-30.7567,287.657,285.393,277.707,274.887,273.01,272.31,270.93,0.2234,0.631133,0.6264
2015-07-21,03:00,202.1249,99968.0,289.927,289.56,62.8133,60.9667,7.68378,155.666,0.0,1.84667,0.0,360.5,393.423,-31.0767,287.373,285.117,277.68,274.887,273.01,272.31,270.93,0.2231,0.6312,0.626233
2015-07-21,03:30,202.1458,99951.7,289.63,289.29,63.1967,61.4467,7.4485,144.966,0.0,6.97667,0.0,358.42,392.293,-26.8967,287.127,284.98,277.65,274.89,273.01,272.31,270.93,0.222833,0.6312,0.626333
2015-07-21,04:00,202.1666,99951.0,289.433,289.127,62.6,60.9767,7.91787,143.767,0.0,8.39333,0.0,359.98,391.73,-23.36,286.9,284.92,277.623,274.89,273.013,272.313,270.933,0.2226,0.6313,0.626333
2015-07-21,04:30,202.1874,99956.3,289.227,288.953,63.1433,61.68,7.65812,138.167,0.0,6.3,0.0,365.497,391.19,-19.3933,286.697,284.933,277.6,274.887,273.013,272.31,270.933,0.2223,0.631267,0.626233
2015-07-21,05:00,202.2083,99951.0,289.09,288.827,63.5667,62.1067,7.44298,140.733,0.0,13.4367,0.996667,366.763,391.007,-11.8,286.513,284.963,277.577,274.88,273.02,272.317,270.933,0.222033,0.6313,0.626267
2015-07-21,05:30,202.2291,99940.3,289.067,288.82,63.6133,62.19,7.24519,136.967,0.0,16.6933,1.74667,368.493,391.047,-7.60333,286.367,285.023,277.547,274.88,273.02,272.317,270.933,0.2218,0.6314,0.626267
2015-07-21,06:00,202.2499,99936.3,288.97,288.73,63.9267,62.52,7.1205,139.7,0.0,27.41,3.59333,367.097,390.943,-0.0266667,286.227,285.02,277.53,274.877,273.02,272.31,270.94,0.2215,0.6313,0.626167
2015-07-21,06:30,202.2707,99935.3,289.053,288.843,64.36,63.0333,8.10601,143.334,0.0,44.9467,6.57667,365.733,392.03,12.0767,286.157,285.307,277.507,274.87,273.02,272.31,270.93,0.221167,0.631333,0.6261
2015-07-21,07:00,202.2916,99936.3,289.11,288.907,64.9,63.52,8.05993,145.867,0.0,56.16,8.39,367.687,392.683,22.78,286.097,285.48,277.49,274.87,273.02,272.31,270.933,0.220767,0.631433,0.626167
2015-07-21,07:30,202.3124,99949.0,289.177,288.997,65.4367,64.06,7.42646,153.467,0.0,76.6933,11.63,368.023,393.75,39.3367,286.087,285.723,277.477,274.863,273.02,272.32,270.94,0.220367,0.6314,0.6262
2015-07-21,08:00,202.3332,99953.3,289.297,289.13,65.26,63.8633,7.62004,155.6,0.0,89.63,13.81,366.553,394.563,47.8133,286.127,285.997,277.463,274.86,273.02,272.32,270.94,0.219933,0.631433,0.625867
2015-07-21,08:30,202.3541,99967.0,289.537,289.42,64.1133,62.8067,8.25109,146.333,0.0,164.627,28.07,366.62,397.927,105.25,286.18,286.303,277.46,274.853,273.02,272.32,270.94,0.2194,0.631367,0.625667
2015-07-21,09:00,202.3749,99968.7,290.037,290.01,63.29,62.1033,7.68295,147.667,0.0,172.027,28.3567,365.84,400.72,108.79,286.39,287.1,277.46,274.85,273.02,272.32,270.94,0.218767,0.6314,0.625667
2015-07-21,09:30,202.3957,99957.0,290.193,290.103,63.9667,62.5467,7.80921,153.866,0.0,161.433,26.5933,367.707,401.4,101.143,286.507,287.177,277.46,274.84,273.02,272.32,270.94,0.218067,0.631333,0.625767
2015-07-21,10:00,202.4165,99951.0,290.5,290.387,64.2567,62.71,7.43484,158.8,0.0,153.017,24.74,368.863,402.85,94.2933,286.667,287.34,277.463,274.84,273.027,272.32,270.94,0.2174,0.631267,0.625567
2015-07-21,10:30,202.4374,99955.7,290.843,290.72,63.8767,62.1367,6.68894,165.1,0.0,157.217,25.0467,370.277,404.77,97.6767,286.837,287.557,277.473,274.83,273.02,272.32,270.94,0.216733,0.631133,0.625267
2015-07-21,11:00,202.4582,99940.7,291.22,291.067,62.9133,61.0133,6.44426,172.433,0.0,157.163,24.97,372.257,406.6,97.8467,287.02,287.7,277.483,274.83,273.03,272.32,270.94,0.216033,0.631033,0.624967
2015-07-21,11:30,202.479,99935.0,291.56,291.4,61.14,59.0767,6.54185,178.9,0.0,162.14,25.4133,373.867,408.373,102.22,287.22,287.903,277.497,274.83,273.03,272.32,270.94,0.215333,0.630967,0.624867
2015-07-21,12:00,202.4999,99920.3,291.79,291.62,62.3333,60.1567,5.8973,174.666,0.0,152.743,24.1633,377.8,409.63,96.75,287.403,287.973,277.503,274.823,273.03,272.32,270.94,0.2146,0.6309,0.624633
2015-07-21,12:30,202.5207,99906.0,292.387,292.313,59.9367,57.98,6.94462,180.642,0.0,249.577,40.5267,376.393,415.67,169.77,287.68,288.697,277.523,274.82,273.03,272.32,270.94,0.2139,0.630767,0.624533
2015-07-21,13:00,202.5415,99897.3,293.243,293.39,55.8833,54.3533,7.61607,191.434,0.0,410.627,67.06,379.337,425.33,297.58,288.13,290.183,277.553,274.82,273.03,272.32,270.94,0.212867,0.630633,0.6243
2015-07-21,13:30,202.5624,99881.0,293.05,293.153,57.8433,56.5833,7.47417,211.038,0.0,264.083,41.5133,382.323,420.297,184.603,288.477,290.207,277.583,274.82,273.03,272.32,270.95,0.2115,0.630533,0.624133
2015-07-21,14:00,202.5832,99905.0,290.517,290.85,72.86,73.26,7.55511,262.434,0.0,235.587,37.05,375.82,409.403,164.953,288.567,289.587,277.61,274.82,273.03,272.32,270.947,0.210533,0.6304,0.624033
2015-07-21,14:30,202.604,99905.0,289.773,290.09,76.6967,77.1067,6.33297,256.733,0.0,193.767,30.48,374.133,405.117,132.3,288.647,289.12,277.63,274.82,273.03,272.32,270.95,0.2099,0.630233,0.623833
2015-07-21,15:00,202.6249,99905.0,289.047,289.187,83.1333,82.4667,4.85099,245.202,0.0,113.697,18.1833,376.507,397.597,74.4233,288.647,288.03,277.653,274.823,273.03,272.323,270.95,0.2095,0.630133,0.623867
2015-07-21,15:30,202.6457,99905.7,288.893,288.89,86.3667,84.8,4.14955,216.381,0.0,98.58,15.3633,376.033,396.217,63.0367,288.64,287.487,277.667,274.83,273.037,272.323,270.95,0.209333,0.630033,0.623733
2015-07-21,16:00,202.6665,99905.0,289.087,288.997,85.1667,83.2,4.30613,192.532,0.0,99.8067,15.5067,376.03,396.697,63.63,288.627,287.277,277.673,274.83,273.03,272.32,270.943,0.209267,0.629933,0.623533
2015-07-21,16:30,202.6873,99905.0,289.15,288.987,83.8333,81.72,4.95669,187.369,0.0002,100.4,16.4533,376.09,394.747,65.29,288.577,287.15,277.687,274.837,273.04,272.323,270.95,0.209133,0.629867,0.623433
2015-07-21,17:00,202.7082,99913.3,288.577,288.423,89.4667,87.2667,4.67879,177.094,0.0001,77.8167,11.2467,373.613,392.597,47.5833,288.503,286.863,277.69,274.84,273.04,272.327,270.95,0.2091,0.6299,0.623567
2015-07-21,17:30,202.729,99907.7,288.85,288.66,86.2667,83.6333,4.63057,175.745,0.0,102.77,15.5233,372.357,393.42,66.1833,288.433,286.817,277.69,274.85,273.04,272.327,270.95,0.2091,0.629833,0.623667
2015-07-21,18:00,202.7498,99906.0,288.85,288.787,88.7,87.1,4.98292,147.167,0.0,132.373,18.83,371.923,395.443,90.02,288.417,287.127,277.69,274.85,273.04,272.323,270.95,0.209,0.629833,0.6237
2015-07-21,18:30,202.7707,99905.0,288.833,288.813,88.4667,87.2667,5.61976,149.098,0.0,123.433,17.0733,371.023,395.387,81.9967,288.427,287.35,277.69,274.853,273.04,272.323,270.95,0.208967,0.629833,0.623667
2015-07-21,19:00,202.7915,99902.3,288.697,288.617,89.0,87.8,5.48626,156.433,0.0,84.43,10.7867,372.493,394.02,52.1167,288.373,286.983,277.69,274.86,273.04,272.33,270.95,0.208867,0.629867,0.6236
2015-07-21,19:30,202.8123,99905.0,288.653,288.58,88.0,86.9,5.93556,156.733,0.0,94.7667,12.8767,374.14,394.007,62.0267,288.307,286.873,277.69,274.86,273.04,272.327,270.95,0.2088,0.629767,0.6236
2015-07-21,20:00,202.8332,99905.3,288.653,288.587,87.3333,86.2333,5.5884,153.967,0.0,83.6833,11.3633,374.427,393.843,52.9033,288.24,286.773,277.69,274.867,273.04,272.33,270.95,0.2087,0.629667,0.6237
2015-07-21,20:30,202.854,99908.7,288.607,288.507,87.1333,86.0333,5.1762,157.199,0.0,68.8667,8.82333,364.637,392.61,32.07,288.15,286.43,277.69,274.87,273.05,272.33,270.95,0.208633,0.629667,0.6236
2015-07-21,21:00,202.8748,99928.0,288.673,288.537,86.6667,85.4667,5.30744,159.667,0.0,65.4933,9.04667,354.937,391.623,19.75,288.027,286.07,277.68,274.88,273.05,272.33,270.95,0.2086,0.629633,0.623533
2015-07-21,21:30,202.8956,99943.3,288.577,288.407,87.7333,86.4333,5.49455,159.733,0.0,45.2,4.24,364.34,391.43,13.87,287.897,285.89,277.673,274.88,273.05,272.33,270.95,0.2085,0.6296,0.6235
2015-07-21,22:00,202.9165,99966.0,288.467,288.31,87.9667,86.7667,5.27239,174.956,0.0,34.32,2.86,373.447,391.343,13.5667,287.793,285.91,277.667,274.883,273.05,272.33,270.953,0.2085,0.6296,0.623467
2015-07-21,22:30,202.9373,99993.0,288.333,288.167,89.3333,88.2333,4.44935,220.495,0.0,13.47,0.47,382.433,390.63,4.80333,287.683,285.477,277.653,274.883,273.05,272.33,270.953,0.208533,0.629633,0.6234
2015-07-21,23:00,202.9581,99999.0,287.677,287.613,92.6333,92.2333,4.75795,247.173,0.0,5.5,0.0,381.743,387.83,-0.583333,287.557,285.22,277.637,274.89,273.05,272.33,270.96,0.2086,0.629667,0.623467
2015-07-21,23:30,202.979,100020.0,287.07,287.017,96.1,95.8,4.54122,236.5,0.0,0.0,0.0,380.08,384.903,-4.82333,287.41,284.897,277.617,274.89,273.05,272.33,270.95,0.208667,0.629667,0.6234
2015-07-22,00:00,203.0,100025.0,286.623,286.557,99.5667,99.3667,4.22313,216.687,0.0,0.0,0.0,379.5,383.057,-3.56,287.26,284.653,277.597,274.89,273.05,272.33,270.95,0.208767,0.629667,0.623433
