file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,variances,,,,,,,covariances,,,,custom_variables
A20151990230.slt,2015-07-18,03:00,199.125,1,36000,36000,-0.00720419,5,-1.6642,5,0.66401,5,1.45967,5,0.0148389,5,0.019466,5,-0.102765,-0.210863,-0.130508,-0.00471224,-0.00706428,1.50986e-10,4.27875e-12,7.85113e-13,17.0286,395.549,400.033,4.8,0,482.569,11.2094,11.3365,9.3,0,0.0885472,2.05682,2.08014,4.4,0,281.824,280.28,100318.0,1.24166,1011.38,0.0232285,0.000961559,0.0086959,1124.81,1007.93,0.00700347,100.0,0.0,281.856,-0.704376,0.627536,0.154095,0.955872,2.05464e-14,8.86661e-15,0.955872,1.72009,311.276,138.302,9.27705,-9999,0.0761714,0.0280656,23.2184,0.191992,-2.50628,-0.0173979,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.00714095,1.00886,-1.60576,1.01967,0.547775,1.21219,1.21013,1.20621,0.0122414,1.21219,0.0159378,1.22137,800000009,800010009,800000009,800000009,800000009,800000009,811110019,811110019,80000,80000,80,80,0,0,0,0,0,0,0,0.0272735,0.0241168,0.00474079,0.0054747,6.02113,0.035673,0.000675761,-0.00127869,0.0281095,0.000284349,0.000370211,16.4459,483.622
A20151990300.slt,2015-07-18,03:30,199.146,1,36000,36000,-0.0220759,5,-2.15081,5,0.7418,5,0.874961,5,0.0165768,5,0.0131957,5,-0.102777,0.0886988,-0.042863,0.00198213,-0.000533737,3.49797e-10,9.93691e-12,1.81657e-12,17.0147,395.184,399.671,4.1,0,483.348,11.2263,11.3537,38.85,0,0.0883611,2.05228,2.07558,4.25,1,281.811,280.25,100318.0,1.24178,1011.39,0.023226,0.00107418,0.00870992,1126.5,1005.86,0.00701406,100.0,0.0,281.878,-0.559353,0.272642,0.150739,0.640259,1.13983e-14,2.05585e-14,0.640259,1.54935,291.223,154.014,13.6172,-9999,0.133333,0.0580918,96.3537,0.0462644,-2.89945,-0.0128441,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0219702,1.00481,-2.0971,1.01132,0.634567,1.16899,0.749752,1.167,0.0141805,1.16899,0.0112588,1.17203,800000009,800010009,800000009,800000009,800000009,800000009,811110019,811110019,80000,80000,80,81,0,0,0,0,0,0,1,0.0673979,0.0416854,0.00710008,0.00520581,5.30851,0.0352185,0.000455711,-0.00166977,0.0174138,0.000329357,0.000261498,16.4254,484.323
A20151990330.slt,2015-07-18,04:00,199.167,1,36000,36000,-0.00716358,5,-0.319358,7,1.10004,5,0.5959,5,0.0245822,5,-0.0324386,7,-0.0342618,0.541948,0.0785248,0.0121107,0.00535638,1.05149e-10,3.00938e-12,5.57253e-13,17.0447,395.853,400.389,4.0,0,487.821,11.3294,11.4592,17.6,0,0.0903308,2.09788,2.12192,7.1,0,281.823,280.24,100322.0,1.24182,1011.44,0.0232244,0.00159293,0.00879053,1136.89,1005.17,0.00707876,100.0,0.0,282.014,-0.67738,0.15272,0.140689,0.708492,-9.46792e-15,6.16902e-15,0.708492,1.21869,284.621,167.295,11.4537,-9999,0.0759515,0.0344749,119.953,0.0371626,-0.290314,-0.00334766,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.00713089,1.00458,-0.26161,1.01091,0.943746,1.16561,0.512092,1.16366,0.0210895,1.16561,-0.0277582,1.16861,800000009,800110009,800000009,800000009,800000009,800010009,811110019,811110019,80000,80000,80,81,0,0,0,38,0,0,34,0.0347569,0.0315435,0.00264943,0.00712726,5.6382,0.0367067,0.0042214,-0.000208283,0.0118931,0.000489792,-0.000644669,16.4413,485.774
A20151990400.slt,2015-07-18,04:30,199.187,1,36000,36000,-0.0128152,5,-1.98736,6,-1.32368,5,0.586014,5,-0.0295834,5,-0.00343327,5,0.445242,-0.106577,-0.334351,-0.00238193,-0.00630706,3.5022e-10,1.00779e-11,1.82163e-12,16.9159,393.005,397.5,5.0,0,486.772,11.3091,11.4384,50.85,0,0.087986,2.04416,2.06755,12.55,0,281.934,280.37,100332.0,1.24138,1011.44,0.0232328,-0.00191701,0.00877162,1134.97,1014.16,0.00706603,100.0,0.0,281.989,-0.204506,0.482215,0.123633,0.538181,7.35843e-15,2.07036e-14,0.538181,1.11144,335.844,112.982,13.2809,-9999,0.101603,0.0282991,46.1486,0.0965956,1.50139,-0.0155785,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.012741,1.00582,-2.04001,1.01327,-1.21783,1.08692,0.540217,1.08478,-0.0272177,1.08692,-0.0031492,1.0902,800000009,800110009,800000009,800000009,800000009,800000019,811110019,811110019,80000,80000,80,81,0,0,2,0,0,0,0,0.0435298,0.009777,0.00329128,0.00426546,4.44324,0.0368951,0.000365184,-0.00162476,0.0125508,-0.000632345,-7.31649e-05,16.3339,486.307
A20151990430.slt,2015-07-18,05:00,199.208,1,36000,36000,-0.0116406,5,-1.97777,5,-1.55507,6,-1.08328,6,-0.0347601,6,-0.063774,6,0.54772,0.451725,0.190033,0.0100973,0.00811494,-1.67022e-10,-4.8229e-12,-8.94444e-13,16.977,394.624,399.173,11.95,0,490.225,11.3951,11.5265,46.85,0,0.090916,2.11332,2.13767,12.1,0,282.024,280.53,100338.0,1.2407,1011.49,0.0232447,-0.00225246,0.00883385,1143.67,1025.33,0.00712003,100.0,0.0,282.102,0.0962283,0.725395,0.112845,0.740399,4.32681e-14,-9.83814e-15,0.740399,1.39843,7.29065,82.4435,8.76666,-9999,0.0968624,0.0340867,40.1815,0.11094,1.27182,-0.0162701,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0115644,1.00659,-2.0445,1.01496,-1.50948,1.0302,-1.0546,1.0272,-0.0337411,1.0302,-0.0616285,1.03481,800000009,800010009,800000009,800000009,800000009,800100019,811110019,811110019,80000,80000,80,81,0,0,3,0,0,0,0,0.0449279,0.0180325,0.00521301,0.00412453,5.33504,0.0374426,0.00401403,-0.00162913,-0.0245138,-0.000784301,-0.00143254,16.402,489.676
A20151990500.slt,2015-07-18,05:30,199.229,1,36000,36000,-0.0187146,5,-1.1582,7,6.10486,5,1.12571,5,0.136499,5,0.0342705,5,1.01448,-0.115005,-0.282291,-0.0025714,-0.00450655,-1.64703e-10,-4.77593e-12,-8.71298e-13,16.8553,392.216,396.728,5.05,0,488.756,11.3732,11.504,4.4,0,0.0891664,2.07487,2.09874,4.6,0,282.277,280.827,100336.0,1.23938,1011.49,0.0232697,0.00884513,0.00880738,1141.45,1046.33,0.00710626,100.0,0.0,282.073,0.0806308,1.05167,0.106761,1.06015,-1.46317e-13,-9.7716e-15,1.06015,2.18753,6.75813,85.6158,5.77969,-9999,0.122882,0.120541,140.094,0.0318197,-0.189718,-0.00751844,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0186211,1.00502,-0.796404,1.01205,5.98076,1.02075,1.10541,1.01837,0.133724,1.02075,0.0334542,1.0244,800000009,800010009,800000009,800000009,800000009,800000009,800110019,800110019,80000,80000,80,81,0,0,0,0,0,0,0,0.0808197,0.145876,0.0143858,0.00461473,5.89956,0.0449419,0.000542918,-0.000635284,0.0257225,0.00311172,0.000778467,16.2922,487.65
A20151990530.slt,2015-07-18,06:00,199.25,1,36000,36000,-0.0464907,5,8.65946,5,3.93749,5,-4.63047,5,0.0880534,5,-0.00773342,5,0.603801,0.45055,0.437145,0.0100756,0.000568527,-1.78755e-10,-5.17336e-12,-9.38913e-13,17.0061,395.947,400.537,4.2,0,492.176,11.4592,11.592,13.85,0,0.089325,2.07972,2.10383,11.15,0,282.368,281.003,100343.0,1.23865,1011.54,0.0232827,0.00570586,0.00886902,1150.16,1059.01,0.00716023,100.0,0.0,282.186,-0.868771,1.51242,0.153449,1.75092,3.08297e-14,-1.05112e-14,1.75092,3.31803,330.461,119.874,5.0278,-9999,0.193735,0.201972,-73.4341,-0.0607041,2.19924,0.035674,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0462874,1.00439,8.80643,1.01214,3.72557,1.05688,-4.39314,1.05402,0.0833143,1.05688,-0.007287,1.06126,800000009,800010009,800000009,800000009,800000009,800000009,800110019,800110019,80000,80000,80,81,0,0,0,0,0,0,0,0.194424,0.174711,0.0348084,0.0167151,28.2485,0.0437969,0.000249027,0.00702861,-0.102284,0.00193978,-0.000169661,16.4436,492.596
A20151990600.slt,2015-07-18,06:30,199.271,1,36000,36000,-0.0529211,5,16.4165,5,8.70876,5,-1.46929,5,0.194707,5,0.0119174,5,-0.855215,-0.385477,0.7182,-0.00861829,0.00304565,2.93828e-10,8.32049e-12,1.53881e-12,17.2852,402.072,406.702,4.05,0,489.475,11.3857,11.5168,9.1,0,0.0905246,2.1057,2.12995,4.55,0,282.022,280.753,100347.0,1.23984,1011.49,0.023261,0.012617,0.00882034,1142.83,1041.1,0.00711411,100.0,0.0,282.091,-0.712105,1.53975,0.149803,1.70305,-5.78311e-14,1.69988e-14,1.70305,3.15006,335.562,114.82,5.04637,-9999,0.2066,0.175721,-46.9764,-0.0948934,1.88505,0.0633613,0,66.6914,-10.1207,22.893,57.0068,86.939,121.933,182.678,-0.0526947,1.0043,16.7715,1.01189,8.31016,1.04797,-1.40574,1.04521,0.185794,1.04797,0.0113263,1.05219,800000009,800010009,800000009,800000009,800000009,800000009,800110019,800110019,80000,80000,80,80,0,0,0,0,0,0,0,0.189921,0.120183,0.0413374,0.0227428,4.95904,0.0431526,0.00011485,0.0133735,-0.0326989,0.00432177,0.000263461,16.7194,489.814
A20151990630.slt,2015-07-18,07:00,199.292,1,36000,36000,-0.025093,5,14.6977,1,8.57814,1,-1.21953,1,0.191827,1,0.00954793,1,0.774817,-0.446115,-0.702023,-0.00997618,-0.0038638,-1.27978e-11,-3.65133e-13,-6.69718e-14,17.0151,396.081,400.608,4.3,0,485.457,11.3006,11.4297,8.4,0,0.0890414,2.07272,2.09641,4.0,0,282.299,280.98,100354.0,1.23896,1011.45,0.0232782,0.0124304,0.00874793,1134.36,1057.33,0.00706069,100.0,0.0,281.981,-0.238397,1.26435,0.117914,1.29202,5.86068e-14,-7.52142e-16,1.29202,2.45522,349.896,100.678,5.23628,-9999,0.142314,0.15882,-17.1506,-0.259918,1.71339,0.0824137,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0250049,1.00352,15.1017,1.00985,8.40062,1.02113,-1.19668,1.01909,0.187858,1.02113,0.00932179,1.02426,800000009,800010009,800000009,800000009,800000009,800000009,800010019,801110019,80000,80000,80,81,0,0,0,0,0,0,0,0.0961242,0.193635,0.0278817,0.0415434,7.75222,0.0385816,0.0002138,0.012051,-0.0278565,0.00437299,0.000216994,16.4612,485.532
A20151990700.slt,2015-07-18,07:30,199.312,1,36000,36000,-0.0374855,5,19.0995,5,21.2734,5,0.911459,7,0.476047,5,0.0154555,5,2.43279,0.341813,-0.703284,0.00764895,-0.00372793,2.26476e-10,6.59921e-12,1.18493e-12,16.7177,390.065,394.55,12.55,0,487.131,11.366,11.4967,7.6,0,0.0874676,2.04084,2.0643,3.55,0,282.892,281.693,100375.0,1.23605,1011.5,0.0233325,0.0308479,0.00877811,1141.17,1109.85,0.00710174,100.0,0.0,282.069,0.139745,0.669898,0.12336,0.695348,1.28785e-14,1.35471e-14,0.695348,2.33242,13.2564,78.2167,10.2188,-9999,0.174146,0.209013,-24.1869,-0.184305,0.897812,0.0877214,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0373874,1.00262,20.2529,1.0074,20.7375,1.02584,0.889455,1.02474,0.464055,1.02584,0.0150413,1.02754,800000009,800010009,800000009,800000009,800000009,800000009,800000019,810110019,80000,80000,81,81,0,0,0,0,0,0,0,0.161144,0.220351,0.0365303,0.0445202,6.32512,0.0478896,0.000125561,0.0161988,0.0207532,0.0108276,0.000350951,16.1712,486.069
A20151990730.slt,2015-07-18,08:00,199.333,1,36000,36000,-0.0254764,5,37.5356,1,31.7273,1,-5.56714,1,0.710266,1,0.000917054,4,1.43048,0.440854,-0.352476,0.00986922,-0.000696587,9.35843e-11,2.76864e-12,4.92014e-13,16.5657,387.046,391.529,4.2,0,490.087,11.4505,11.5832,5.35,0,0.0870933,2.03487,2.05844,2.7,0,283.097,282.113,100388.0,1.23433,1011.56,0.0233642,0.0460253,0.00883137,1149.8,1141.83,0.00715479,100.0,0.0,282.181,0.419997,-0.570279,0.134469,0.720901,-1.58397e-13,5.64928e-15,0.720901,2.29547,145.374,306.371,10.7503,-9999,0.143666,0.216702,-6.91088,-0.645033,1.18307,0.20925,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.025409,1.00265,39.1575,1.00749,29.8382,1.06331,-5.24151,1.06213,0.667975,1.06331,0.000860978,1.06513,800000009,800010009,800000009,800000009,800000009,800000009,800010019,811110019,80000,80000,81,81,0,0,0,0,0,0,0,0.142752,0.252285,0.0383674,0.0566883,5.42937,0.086543,0.00011898,0.0313612,-0.122464,0.0156067,2.01161e-05,16.6421,419.606
A20151990800.slt,2015-07-18,08:30,199.354,1,36000,36000,-0.024236,5,25.9474,1,24.6344,1,-4.89026,1,0.551638,1,-0.00222865,7,1.02072,-1.21295,-0.0467139,-0.0271617,0.000112471,-5.90456e-11,-1.71307e-12,-3.10897e-13,16.5321,386.646,391.032,4.1,0,479.642,11.2176,11.3449,5.45,0,0.0870478,2.03583,2.05893,10.45,0,283.234,282.413,100395.0,1.23321,1011.43,0.0233875,0.0357461,0.00864314,1126.49,1165.18,0.00700866,96.6799,38.6847,281.878,0.241873,-0.760226,0.110487,0.80539,-9.46149e-14,-3.57157e-15,0.80539,2.05002,167.225,287.649,7.88493,-9999,0.140188,0.144681,-9.28877,-0.479908,1.0533,0.148391,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0241693,1.00276,27.2609,1.00779,24.029,1.02519,-4.77618,1.02388,0.538081,1.02519,-0.0021698,1.02712,800000009,800010009,800000009,800000009,800000009,800010009,800110019,811110019,80000,80000,80,81,0,0,0,0,0,0,0,0.114568,0.143252,0.0315421,0.0378252,5.04676,0.0767279,0.000138366,0.0218558,-0.111703,0.0125844,-5.07463e-05,16.0222,479.01
A20151990830.slt,2015-07-18,09:00,199.375,1,36000,36000,-0.150753,5,61.8115,5,42.2824,5,-6.20477,5,0.947151,5,0.0174899,5,1.21198,-1.06162,-0.0854024,-0.023781,-0.00154419,8.89785e-10,2.53934e-11,4.66338e-12,16.4803,385.913,390.21,4.65,0,470.328,11.0135,11.1361,5.25,0,0.0863736,2.02258,2.0451,12.3,0,283.609,282.77,100397.0,1.23177,1011.33,0.0234166,0.0613754,0.00847531,1106.01,1193.48,0.00688057,92.6716,87.4624,281.607,-0.105509,-0.200847,0.140182,0.266688,9.46315e-14,5.39908e-14,0.266688,1.93414,221.028,242.286,31.7114,-9999,0.349837,0.330272,-60.5957,-0.0735655,1.46187,0.141834,0,74.1534,-11.2531,25.4545,63.3852,96.6664,135.576,203.118,-0.150408,1.00229,63.9708,1.0064,39.4274,1.07241,-5.78837,1.07194,0.883199,1.07241,0.0162991,1.07306,800000009,800010009,800000009,800000009,800000009,800010009,800000019,811110019,80000,80000,81,81,0,0,0,0,0,0,0,0.140844,0.428598,0.091102,0.0760921,4.52081,0.0546302,7.79069e-05,0.0513523,-0.135544,0.0206815,0.00038167,15.9691,468.444
A20151990900.slt,2015-07-18,09:30,199.396,1,36000,36000,-0.0833199,5,47.4123,5,40.1269,5,-5.12931,5,0.898978,5,-0.00267104,7,0.441564,0.844631,-0.101945,0.0189226,0.000119811,-5.25167e-10,-1.52433e-11,-2.76007e-12,16.4356,385.037,389.389,4.05,0,477.055,11.176,11.3023,5.2,0,0.086379,2.02361,2.04648,10.9,0,283.772,282.9,100398.0,1.23115,1011.42,0.0234271,0.0582538,0.00859654,1122.35,1203.94,0.00698253,93.223,81.5914,281.824,-0.377097,0.454711,0.153168,0.610266,1.28849e-13,-3.1953e-14,0.610266,2.32086,319.942,129.669,14.5359,-9999,0.260147,0.326712,-32.4859,-0.137221,1.18156,0.146362,0,67.6943,-10.2729,23.2373,57.8641,88.2463,123.767,185.425,-0.0831099,1.00253,49.4654,1.00713,37.4436,1.07166,-4.79113,1.07059,0.838864,1.07166,-0.00248897,1.07315,800000009,800000009,800000009,800000009,800000009,800000009,800000019,810100019,80000,80000,81,81,0,0,0,0,0,0,0,0.218419,0.371752,0.0632528,0.0713942,4.57994,0.0697456,7.01075e-05,0.0397246,-0.112242,0.0196521,-5.83093e-05,15.9444,473.066
A20151990930.slt,2015-07-18,10:00,199.417,1,36000,36000,-0.0435346,5,67.1455,1,75.2461,2,-7.44345,1,1.687,2,0.00975298,6,2.5857,-0.593814,-0.0491728,-0.0133132,-0.00111152,4.11167e-10,1.1825e-11,2.15308e-12,16.3728,384.614,388.915,4.3,0,470.877,11.0614,11.1851,4.65,1,0.0857365,2.01403,2.03656,11.25,0,284.177,283.663,100395.0,1.22785,1011.37,0.023491,0.109318,0.0084852,1110.8,1267.03,0.0069106,87.6698,156.228,281.671,-0.0919456,-0.436161,0.162872,0.474571,-2.45849e-13,2.51128e-14,0.474571,2.90518,182.284,258.096,20.0719,-9999,0.188297,0.218541,-8.69825,-0.512488,0.892345,0.287156,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0434304,1.0024,71.3791,1.00676,74.8563,1.00521,-7.41116,1.00436,1.67826,1.00521,0.00969261,1.00623,800000009,800000009,800000009,800000009,800000009,800010009,800010019,800110019,80000,80000,81,81,0,0,0,0,0,0,0,0.124798,0.240844,0.0714386,0.142979,5.10448,0.0827937,7.01441e-05,0.0574799,-0.174095,0.0394241,0.000227689,15.8902,466.437
A20151991000.slt,2015-07-18,10:30,199.437,1,36000,36000,-0.0843558,5,76.1829,5,58.5987,5,-6.86031,5,1.31417,5,-0.00158242,5,1.07149,-0.0580071,-0.0538199,-0.0013009,-0.00024132,3.52284e-11,1.01335e-12,1.84507e-13,16.335,384.15,388.442,4.4,0,469.881,11.0501,11.1736,4.9,0,0.0855536,2.01195,2.03444,8.35,0,284.452,283.98,100396.0,1.2265,1011.37,0.0235169,0.0851581,0.00846725,1109.69,1294.05,0.00690356,85.7537,184.354,281.656,0.0188197,-0.573178,0.151825,0.593243,4.73595e-14,2.15662e-15,0.593243,2.34499,177.914,271.881,14.8283,-9999,0.262254,0.255153,-20.7126,-0.21522,1.30008,0.234183,0,65.5915,-9.95377,22.5155,56.0667,85.5052,119.922,179.665,-0.0841447,1.00251,79.3837,1.00708,58.3,1.00512,-6.83281,1.00402,1.30747,1.00512,-0.00157242,1.00636,800000009,800000009,800000009,800000009,800000009,800000009,800000019,810110019,80000,80000,81,81,0,0,0,0,0,0,0,0.261768,0.178979,0.0695593,0.12974,4.93715,0.0736596,5.88255e-05,0.063996,-0.160686,0.0307477,-3.69785e-05,15.8579,464.684
A20151991030.slt,2015-07-18,11:00,199.458,1,36000,36000,-0.115541,5,66.4792,5,71.9051,5,-7.14906,5,1.61283,5,0.00370413,5,0.529862,-0.61839,-0.000235855,-0.0138705,-0.000584126,-2.07233e-10,-5.89658e-12,-1.08265e-12,16.3277,384.147,388.393,4.5,0,464.587,10.9305,11.0513,4.5,0,0.0853014,2.00692,2.0291,4.25,1,284.685,284.137,100407.0,1.22601,1011.3,0.0235274,0.104511,0.00837186,1097.79,1307.6,0.00682851,83.955,209.803,281.497,0.208855,0.436394,0.0898406,0.492069,-5.47384e-14,-1.26921e-14,0.492069,2.6546,38.8245,64.4246,10.5199,-9999,0.306987,0.461286,-38.0732,-0.117084,0.92454,0.174659,0,76.1781,-11.5603,26.1495,65.1159,99.3059,139.278,208.664,-0.115263,1.00241,70.2641,1.0068,67.2215,1.06967,-6.68968,1.06867,1.50778,1.06967,0.00345943,1.07073,800000009,800000009,800000009,800000009,800000009,800010009,800110019,810110019,80000,80000,81,81,0,0,0,2,0,0,0,0.454407,0.402592,0.0655744,0.151137,4.76972,0.0785204,5.86029e-05,0.0566704,-0.157391,0.035474,8.13913e-05,15.845,458.876
A20151991100.slt,2015-07-18,11:30,199.479,1,36000,36000,-0.117599,5,72.5954,5,74.2482,5,-7.30703,5,1.66606,5,-0.00229048,7,1.41852,-1.05181,0.00671866,-0.0236015,-0.00070445,-1.34743e-12,-3.7619e-14,-7.01702e-15,16.3081,384.206,388.371,4.2,0,455.307,10.7267,10.843,4.8,0,0.0849279,2.00083,2.02253,11.75,0,285.004,284.557,100420.0,1.22445,1011.2,0.0235592,0.10796,0.00820464,1077.46,1344.55,0.00670065,80.1354,267.089,281.222,0.775164,0.143947,0.101361,0.794905,1.47616e-13,-8.26233e-17,0.794905,3.60425,83.5074,10.5199,7.32589,-9999,0.309906,0.521114,-35.8717,-0.124269,0.977739,0.189192,0,73.3878,-11.1369,25.1917,62.7308,95.6684,134.176,201.021,-0.117277,1.00275,76.263,1.00775,66.7201,1.11283,-6.57699,1.111,1.49713,1.11283,-0.00205523,1.11447,800000009,800000009,800000009,800000009,800000009,800010009,800000019,800010019,80000,80000,81,81,0,0,0,0,0,0,0,0.604712,0.364178,0.0733375,0.140005,4.73593,0.0879461,8.20343e-05,0.0615936,-0.154948,0.0352712,-4.84195e-05,15.8346,448.277
A20151991130.slt,2015-07-18,12:00,199.5,1,36000,36000,-0.0898977,5,69.3813,5,63.651,5,-6.38443,5,1.42843,5,-0.00251857,5,0.393958,0.510567,-0.04674,0.0114579,-5.49225e-05,7.09096e-10,2.0001e-11,3.69577e-12,16.2875,383.802,388.002,4.35,0,459.41,10.8256,10.9441,4.95,0,0.0848896,2.00036,2.02225,8.7,0,285.253,284.673,100439.0,1.22415,1011.25,0.0235642,0.092562,0.00827857,1087.61,1354.97,0.00676274,80.2683,267.359,281.36,1.04459,-0.178425,0.111632,1.06558,1.81849e-13,4.35362e-14,1.06558,3.68035,104.011,350.307,6.01343,-9999,0.270993,0.664196,-25.0999,-0.1776,1.09003,0.20682,0,68.8863,-10.4538,23.6464,58.883,89.8003,125.946,188.69,-0.0896161,1.00314,72.433,1.00883,57.3025,1.11079,-5.76032,1.10835,1.28595,1.11079,-0.0022629,1.11298,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,81,0,0,0,0,0,0,0,0.561094,0.701632,0.0656656,0.156796,5.03985,0.0938583,6.20972e-05,0.0585117,-0.135738,0.0303025,-5.33234e-05,15.8075,451.855
A20151991200.slt,2015-07-18,12:30,199.521,1,36000,36000,-0.0768789,1,101.548,1,99.4562,1,-9.87165,1,2.23283,1,0.00340449,2,1.38241,0.601897,-0.0581762,0.0135128,0.000190749,3.39739e-10,9.69902e-12,1.7745e-12,16.2413,383.298,387.539,4.1,0,463.664,10.9426,11.0636,4.75,0,0.0848302,2.00201,2.02416,2.45,0,285.543,285.083,100431.0,1.22223,1011.32,0.0236002,0.144687,0.00835522,1099.26,1392.17,0.00683607,78.9601,292.912,281.517,0.934028,-0.540457,0.126763,1.08654,-1.84562e-13,2.09182e-14,1.08654,3.45863,118.551,329.945,6.69975,-9999,0.2508,0.461711,-13.5938,-0.327925,1.02103,0.327566,0,59.3989,-9.01401,20.3897,50.7733,77.4325,108.6,162.703,-0.0766355,1.00318,106.407,1.00892,90.3994,1.10019,-8.9935,1.09764,2.0295,1.10019,0.00308847,1.10232,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,81,81,0,0,0,0,0,0,0,0.432719,0.409242,0.0814612,0.239413,5.59687,0.130802,6.4645e-05,0.0860851,-0.212248,0.0478965,7.28884e-05,15.7715,454.915
A20151991230.slt,2015-07-18,13:00,199.542,1,36000,36000,-0.0504243,1,57.3523,1,53.62,1,-6.21301,1,1.20363,1,-0.00445493,2,-0.472338,1.11898,-0.0572226,0.0251181,0.000636643,3.78354e-11,1.103e-12,1.98418e-13,16.23,382.804,387.124,4.65,0,473.148,11.1597,11.2857,4.75,0,0.085114,2.00751,2.03017,9.1,0,285.52,284.943,100441.0,1.22285,1011.45,0.0235862,0.0779951,0.00852612,1121.2,1379.37,0.00697233,81.2832,258.175,281.808,0.810858,-0.568189,0.111175,0.996338,7.22702e-14,2.3312e-15,0.996338,3.94162,124.119,324.98,6.40661,-9999,0.203064,0.36116,-12.7769,-0.34889,1.06961,0.228349,0,52.7123,-7.99929,18.0944,45.0577,68.7158,96.3749,144.387,-0.0502717,1.00303,60.0002,1.00854,49.0143,1.09397,-5.69077,1.09177,1.10024,1.09397,-0.00406458,1.09604,800000009,800000009,800000009,800000009,800000009,800000009,800000019,810110019,80000,80000,81,81,0,0,0,0,0,0,0,0.349004,0.301322,0.0719929,0.103651,4.70235,0.0735896,6.18021e-05,0.0485106,-0.134223,0.0259505,-9.58678e-05,15.7518,465.535
A20151991300.slt,2015-07-18,13:30,199.562,1,36000,36000,-0.0789065,5,57.2995,5,63.5372,5,-6.17967,5,1.42654,5,0.00805404,6,0.75297,-0.505501,-0.00141868,-0.0113496,-0.000136468,-3.75336e-10,-1.08461e-11,-1.96726e-12,16.2184,382.791,387.073,4.45,0,468.665,11.0615,11.1853,5.05,0,0.085006,2.00633,2.02877,3.5,0,285.657,285.167,100451.0,1.22206,1011.4,0.0236022,0.0924399,0.00844534,1111.44,1399.85,0.00691072,79.3977,288.401,281.679,-0.221303,-0.324278,0.155419,0.422239,-4.02065e-13,-2.31426e-14,0.422239,2.72129,227.157,235.688,21.5974,-9999,0.254102,0.413602,-25.0597,-0.177885,0.901827,0.182443,0,64.7526,-9.82646,22.2275,55.3496,84.4116,118.388,177.368,-0.0787208,1.00236,60.6369,1.00664,58.739,1.08169,-5.71809,1.08072,1.31881,1.08169,0.00744012,1.08251,800000009,800000009,800000009,800000009,800000009,800000009,801100019,801110019,80000,80000,81,81,0,0,1,0,0,0,0,0.150298,0.60946,0.0674477,0.0917109,4.63847,0.0767401,6.2253e-05,0.0490593,-0.13496,0.031127,0.000175603,15.7525,460.484
A20151991330.slt,2015-07-18,14:00,199.583,1,36000,36000,-0.0570667,5,96.7296,1,94.195,2,-8.52222,1,2.1162,2,0.00414817,2,2.18635,0.294292,-0.0401438,0.0066116,-0.000202285,9.24871e-11,2.6889e-12,4.84771e-13,16.1654,382.443,386.743,4.45,0,469.981,11.1189,11.2439,4.55,0,0.084731,2.00458,2.02712,4.5,0,286.082,285.817,100442.0,1.21915,1011.44,0.0236581,0.13713,0.00846906,1117.11,1460.96,0.00694669,76.4637,343.857,281.754,-0.957451,0.0902158,0.126292,0.969949,-5.35879e-14,5.7213e-15,0.969949,3.26644,272.399,174.617,7.48146,-9999,0.216353,0.370041,-9.16254,-0.486519,1.02691,0.362575,0,55.1259,-8.36557,18.9229,47.1208,71.8622,100.788,150.998,-0.0568963,1.00299,101.331,1.00843,84.5441,1.11415,-7.6659,1.11171,1.89938,1.11415,0.00371721,1.11594,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,81,80,0,0,0,0,0,0,0,0.269418,0.397591,0.0730729,0.247461,5.06219,0.108157,6.7089e-05,0.0821758,-0.181361,0.0449358,8.79424e-05,15.716,458.614
