file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,variances,,,,,,,covariances,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov
B20151970330.slt,2015-07-16,04:00,197.167,1,36000,36000,-0.310133,1,-7.53384,4,-102.496,4,2.04684,1,-2.28856,4,0.0434975,1,-2.03741,-0.755634,0.070884,-0.0168721,0.000647905,-2.22599e-10,-5.86151e-12,-1.11219e-12,16.7979,391.379,395.455,4.25,0,442.325,10.3059,10.4132,4.25,0,0.0839288,1.95549,1.97585,4.2,0,280.671,279.387,99694.7,1.23831,1010.86,0.0232993,-0.148299,0.0079707,1027.72,947.854,0.00643678,100.0,0.0,280.529,1.07034,-5.389,0.0493025,5.49448,6.85056e-14,-1.32516e-14,5.49448,11.0568,168.681,281.234,0.514127,-9999,0.500449,1.27912,1447.83,0.00321475,0.073504,-0.0120264,0,54.0225,-8.19812,18.5442,46.1776,70.4237,98.7703,147.976,-0.305532,1.01506,-7.66352,1.03645,-6.34661,16.1497,1.98718,1.03002,-0.141709,16.1497,0.0418971,1.0382,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.46439,0.826779,0.26706,0.0195765,1.78607,0.0475537,0.000119736,-0.00612218,0.0463,-0.00330174,0.000976176
B20151970400.slt,2015-07-16,04:30,197.187,1,36000,36000,-0.249052,1,-1.74104,4,57.5412,1,1.67677,1,1.28433,1,0.0462266,1,-1.36456,-0.923197,0.00207877,-0.020606,-0.000490556,-1.12118e-10,-2.90383e-12,-5.5901e-13,16.8281,391.396,395.404,4.05,0,435.843,10.1371,10.2409,42.6,0,0.0839033,1.95147,1.97145,4.05,0,280.356,279.003,99732.7,1.24056,1010.77,0.0232585,0.0832248,0.0078539,1011.27,923.06,0.00633093,100.0,0.0,280.293,0.20692,-5.19765,0.0517825,5.20202,4.51859e-14,-6.66255e-15,5.20202,8.93081,177.759,272.28,0.570349,-9999,0.44806,1.10007,4497.38,0.00103491,-0.0302572,-0.00309886,0,53.381,-8.10077,18.324,45.6293,69.5875,97.5975,146.219,-0.245602,1.01405,-1.45999,1.03414,3.92726,14.6517,1.66296,1.0083,0.0876573,14.6517,0.045513,1.01568,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.21999,0.759359,0.220782,0.0294301,1.76064,0.042436,0.000139127,-0.00116435,0.0386779,0.00203878,0.00105856
B20151970430.slt,2015-07-16,05:00,197.208,1,36000,36000,-0.386511,1,0.526897,7,107.136,4,1.65748,1,2.39069,4,0.0604754,1,-0.961905,-1.09189,-0.0362397,-0.0243649,-0.00124815,1.12941e-10,2.86976e-12,5.60589e-13,16.8296,391.1,395.025,4.25,0,427.63,9.93762,10.0374,7.4,0,0.0835348,1.94125,1.96073,4.1,1,280.064,278.733,99720.7,1.24171,1010.65,0.0232388,0.154917,0.0077059,991.252,905.942,0.0062059,100.0,0.0,280.001,-1.14715,-6.3513,0.0790619,6.45455,6.96249e-14,6.71084e-15,6.45455,11.2428,190.311,259.762,0.701835,-9999,0.55792,1.68505,-28687.5,-0.000162245,0.00491801,0.000752548,0,56.1702,-8.52405,19.2814,48.0135,73.2236,102.697,153.859,-0.380547,1.01567,1.0023,1.039,8.47627,12.6395,1.61357,1.02722,0.189143,12.6395,0.0584144,1.03528,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,2.19274,0.876457,0.300913,0.0196936,1.76558,0.0452217,0.000189514,0.000798689,0.0374974,0.00439546,0.00135748
B20151970500.slt,2015-07-16,05:30,197.229,1,36000,36000,-0.350777,1,-0.0254938,4,54.9669,1,1.56729,1,1.22636,1,0.0612828,1,-0.594114,-0.433632,0.00222705,-0.00967474,0.000211145,1.50296e-11,3.78834e-13,7.46633e-14,16.8404,391.118,395.012,4.25,0,424.478,9.85847,9.95663,27.65,0,0.0836592,1.94298,1.96232,4.05,0,279.971,278.567,99720.7,1.24249,1010.6,0.0232249,0.0794681,0.0076491,983.357,895.516,0.00615628,100.0,0.0,279.885,-1.37702,-6.08827,0.0815886,6.24259,-2.30929e-14,8.9247e-16,6.24259,11.5424,192.82,257.255,0.748858,-9999,0.531337,1.57588,512119.0,9.08851e-06,-0.000463803,-3.82113e-05,0,54.9729,-8.34236,18.8704,46.99,71.6628,100.508,150.579,-0.34556,1.0151,0.234038,1.03772,4.44496,12.3661,1.51731,1.03294,0.0991713,12.3661,0.0588813,1.04079,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.96182,0.901757,0.288188,0.00638236,1.73301,0.0382304,0.000164534,0.000186386,0.0352394,0.00230324,0.00136751
B20151970530.slt,2015-07-16,06:00,197.25,1,36000,36000,-0.284037,1,-0.198066,1,-71.9223,1,0.679523,1,-1.60466,1,0.0465165,1,0.0118825,-0.230309,-0.0214587,-0.00513843,0.000268853,5.87945e-12,1.47631e-13,2.92539e-14,16.8332,390.942,394.818,4.9,0,422.677,9.81643,9.91375,22.4,0,0.0837557,1.94518,1.96446,4.05,0,279.957,278.57,99724.0,1.24253,1010.58,0.0232244,-0.103982,0.00761665,979.197,895.724,0.00612994,100.0,0.0,279.823,-1.34676,-6.028,0.0554192,6.17686,2.25391e-14,3.49277e-16,6.17686,10.7318,192.561,257.406,0.514068,-9999,0.478117,1.41405,48028.2,9.69097e-05,0.00275388,-0.000329911,0,51.8354,-7.86622,17.7934,44.3081,67.5726,94.7716,141.985,-0.2794,1.0166,-0.430245,1.04025,-4.11129,17.4939,0.657926,1.03283,-0.0917269,17.4939,0.0446533,1.04172,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.63295,0.925267,0.269879,0.00577535,1.71812,0.0382156,0.00014817,-0.000342639,0.0152799,-0.0021303,0.00103705
B20151970600.slt,2015-07-16,06:30,197.271,1,36000,36000,-0.404529,1,-6.83572,1,90.5955,1,1.13432,1,2.02141,1,0.0590856,1,0.261333,-0.16271,-0.0339195,-0.00363048,-0.000999622,9.2542e-11,2.31832e-12,4.58844e-13,16.8161,390.665,394.526,4.4,0,421.269,9.78672,9.88345,33.6,0,0.0833779,1.937,1.95614,4.1,1,280.062,278.643,99719.7,1.24217,1010.56,0.0232315,0.130988,0.00759127,976.191,900.299,0.00611132,100.0,0.0,279.779,-1.78028,-6.58745,0.0684906,6.82412,-8.07804e-14,5.50318e-15,6.82412,11.2541,195.103,254.877,0.575061,-9999,0.57067,1.60638,2366.25,0.00196699,-0.0754531,-0.00954233,0,54.4116,-8.25716,18.6777,46.5102,70.931,99.4817,149.042,-0.397163,1.01855,-6.29494,1.0448,4.60539,19.6716,1.09128,1.03944,0.102758,19.6716,0.056298,1.04952,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,1.74734,1.12551,0.33992,0.00798103,1.69325,0.037942,0.00012044,-0.00501472,0.025352,0.00238723,0.00130789
B20151970630.slt,2015-07-16,07:00,197.292,1,36000,36000,-0.430861,1,-5.49427,1,93.5931,1,0.8123,1,2.08833,1,0.0695625,1,0.047513,-0.0946796,-0.0174207,-0.00211257,0.000401425,7.98588e-11,1.99778e-12,3.96773e-13,16.8093,390.522,394.375,7.25,0,420.508,9.76944,9.86582,17.05,0,0.0835159,1.94028,1.95942,4.15,0,280.112,278.657,99720.3,1.24212,1010.56,0.0232325,0.135324,0.00757755,974.473,901.133,0.00610048,100.0,0.0,279.753,-1.84315,-6.11741,0.0925719,6.38972,-2.24387e-14,4.75087e-15,6.38972,11.6897,196.868,253.233,0.83011,-9999,0.588961,1.75991,3236.24,0.00143821,-0.0587038,-0.00743184,0,57.2617,-8.68969,19.6561,48.9465,74.6464,104.693,156.849,-0.423536,1.0173,-4.99469,1.04186,5.07116,18.456,0.778703,1.04314,0.113152,18.456,0.066089,1.05256,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,2.1569,1.04385,0.319066,0.00712483,1.72266,0.0390347,0.000179571,-0.00397908,0.0180912,0.0026288,0.00153541
B20151970700.slt,2015-07-16,07:30,197.312,1,36000,36000,-0.364301,1,-2.78193,2,106.212,1,0.509169,1,2.36982,1,0.0614337,1,-0.130696,-0.2833,-0.0574839,-0.00632101,-0.000627359,-1.73044e-10,-4.31121e-12,-8.58518e-13,16.7937,390.052,393.879,9.55,0,418.398,9.71772,9.81308,20.8,0,0.0833181,1.93515,1.95414,4.0,0,280.065,278.62,99735.0,1.24249,1010.54,0.023226,0.153564,0.00753953,969.457,898.841,0.00606807,100.0,0.0,279.678,-1.50653,-6.30362,0.0725472,6.48155,9.43985e-14,-1.03041e-14,6.48155,11.3452,193.357,256.559,0.641318,-9999,0.541481,1.48861,4967.5,0.000936971,-0.0261922,-0.00409184,0,55.8649,-8.47772,19.1766,47.7525,72.8256,102.139,153.023,-0.35804,1.01749,-2.34219,1.04234,5.755,18.4557,0.491967,1.03497,0.128406,18.4557,0.0588229,1.04438,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.83196,0.858449,0.286817,0.0083289,1.67837,0.037979,0.000149969,-0.00186543,0.0114264,0.00298236,0.00136622
B20151970730.slt,2015-07-16,08:00,197.333,1,36000,36000,-0.312495,1,-3.79469,1,102.983,1,0.67366,1,2.29791,1,0.0621337,1,0.249458,0.54242,-0.0229328,0.0121033,0.000917634,6.66435e-11,1.67809e-12,3.3208e-13,16.7818,389.864,393.729,4.1,1,422.566,9.81677,9.91409,21.2,0,0.0836224,1.94266,1.96192,4.05,0,280.194,278.69,99737.3,1.24216,1010.59,0.0232313,0.148905,0.00761464,979.361,903.221,0.00613014,100.0,0.0,279.826,-0.892637,-5.63104,0.0758619,5.70185,-3.77929e-14,3.97118e-15,5.70185,10.5646,188.939,260.992,0.76233,-9999,0.50157,1.38119,2894.44,0.00160805,-0.0368479,-0.0060269,0,56.3509,-8.55147,19.3434,48.1679,73.4591,103.027,154.354,-0.307744,1.01544,-3.30129,1.03744,6.31674,16.3031,0.657685,1.02429,0.140949,16.3031,0.0601751,1.03255,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.7722,0.748889,0.241309,0.00581849,1.66622,0.0382539,0.000163868,-0.00262986,0.0152789,0.00327443,0.00139795
B20151970800.slt,2015-07-16,08:30,197.354,1,36000,36000,-0.352369,1,-3.96768,4,93.2577,1,0.58167,1,2.08102,1,0.0507769,1,0.201917,-0.085082,-0.0560972,-0.00189858,-0.000964453,-2.10457e-11,-5.29715e-13,-1.04566e-13,16.76,389.405,393.259,8.35,0,421.845,9.80123,9.89824,22.75,0,0.0832724,1.93476,1.95392,3.95,0,280.265,278.747,99745.3,1.24202,1010.57,0.0232342,0.13485,0.00760165,977.889,906.781,0.00612041,100.0,0.0,279.804,-0.839219,-6.28696,0.0796694,6.34323,-1.83359e-13,-1.25571e-15,6.34323,10.4891,187.537,262.397,0.71964,-9999,0.532641,1.41156,3315.41,0.00140387,-0.0425453,-0.0059348,0,54.9793,-8.34332,18.8726,46.9955,71.6711,100.52,150.597,-0.346424,1.01716,-3.51838,1.04155,5.19967,17.9353,0.569493,1.02138,0.116029,17.9353,0.0492728,1.03053,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.68634,0.847852,0.288933,0.00987519,1.63707,0.0385172,0.000119026,-0.00280315,0.0132317,0.00269584,0.00114481
B20151970830.slt,2015-07-16,09:00,197.375,1,36000,36000,-0.29284,1,3.91137,7,88.6523,4,0.681822,1,1.97822,4,0.0361443,1,-0.071279,-0.0305914,-0.032351,-0.000682626,0.000633415,2.76071e-10,6.94939e-12,1.37627e-12,16.752,389.14,392.99,2.8,0,421.689,9.79564,9.89255,35.4,0,0.0835121,1.93995,1.95914,4.05,0,280.186,278.727,99758.0,1.24227,1010.57,0.0232296,0.128188,0.00759883,977.456,905.523,0.0061169,100.0,0.0,279.797,0.466065,-5.5861,0.0675594,5.60591,1.24469e-13,1.64799e-14,5.60591,10.8449,175.02,274.769,0.690515,-9999,0.485521,1.4365,-2547.43,-0.0018271,0.0441204,0.00641711,0,53.6537,-8.14216,18.4176,45.8624,69.943,98.0961,146.966,-0.288971,1.01339,4.25948,1.03386,7.97231,11.12,0.672199,1.01432,0.177897,11.12,0.0353926,1.02124,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.70042,0.916435,0.256127,0.0344707,1.61475,0.0442194,0.000134534,0.00339292,0.0156149,0.00413246,0.000822154
B20151970900.slt,2015-07-16,09:30,197.396,1,36000,36000,-0.299914,1,-2.61325,6,73.3243,2,-0.718636,1,1.63604,2,0.0466874,1,-0.320902,-0.108039,-0.0275979,-0.00241061,0.000107808,-1.77803e-10,-4.46933e-12,-8.87302e-13,16.75,388.915,392.754,9.95,0,421.035,9.77593,9.87244,29.7,0,0.0835887,1.94083,1.95999,4.05,0,280.162,278.637,99772.0,1.24285,1010.56,0.0232188,0.106016,0.00758705,975.625,899.882,0.00610455,100.0,0.0,279.77,0.27131,-5.66799,0.0488274,5.67469,-4.74504e-14,-1.06151e-14,5.67469,10.6135,177.014,272.74,0.493003,-9999,0.491235,1.28547,3949.45,0.00117849,-0.0356397,-0.00423555,0,55.3102,-8.39353,18.9862,47.2783,72.1024,101.125,151.503,-0.295387,1.01533,-2.25962,1.03719,4.59856,15.9451,-0.711288,1.01033,0.102605,15.9451,0.0458437,1.0184,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,80,80,0,0,1,0,0,0,0,1.59381,0.734595,0.242536,0.015627,1.68076,0.0411092,0.000141389,-0.00179909,-0.0165152,0.00238236,0.00106443
B20151970930.slt,2015-07-16,10:00,197.417,1,36000,36000,-0.289014,1,2.13665,6,68.2717,2,-0.68455,1,1.52339,2,0.0452415,1,0.202058,0.0601781,-0.0531865,0.00134279,-0.00105012,5.90494e-11,1.48762e-12,2.93703e-13,16.7319,388.48,392.319,7.1,0,421.524,9.78691,9.88364,14.85,0,0.0832219,1.93224,1.95134,4.15,0,280.233,278.693,99796.0,1.24289,1010.57,0.0232179,0.0987155,0.00759586,976.956,903.43,0.00611143,100.0,0.0,279.79,-0.0677136,-5.95439,0.0458564,5.95495,-1.07229e-13,3.52915e-15,5.95495,10.7836,180.289,269.348,0.441213,-9999,0.482217,1.4509,-4570.07,-0.00101845,0.0312962,0.00352768,0,53.0891,-8.05648,18.2238,45.3798,69.207,97.0639,145.419,-0.284934,1.01432,2.41292,1.03598,5.90542,11.5609,-0.681996,1.00374,0.131771,11.5609,0.0447484,1.01102,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,1,0,0,0,0,0,0,1.85406,0.78854,0.259186,0.0145815,1.66124,0.0398953,0.000142948,0.00192107,-0.0158345,0.00305946,0.00103897
B20151971000.slt,2015-07-16,10:30,197.437,1,36000,36000,-0.360061,1,-4.77542,1,69.8129,4,-0.661589,1,1.55783,4,0.0452886,1,0.118843,-0.343678,-0.00961448,-0.00766893,-0.000718579,-2.55487e-10,-6.39649e-12,-1.26715e-12,16.7266,388.401,392.215,11.65,0,418.775,9.72418,9.81967,6.25,0,0.0829594,1.92636,1.94528,4.2,0,280.2,278.727,99796.7,1.24278,1010.53,0.0232206,0.100947,0.00754632,970.701,905.523,0.00607212,100.0,0.0,279.697,0.0242344,-6.42983,0.0267422,6.42993,1.32622e-13,-1.52743e-14,6.42993,11.8874,179.691,270.216,0.238295,-9999,0.538258,1.53938,2843.69,0.00163675,-0.0684031,-0.00706442,0,52.6215,-7.98551,18.0633,44.98,68.5974,96.2088,144.138,-0.353894,1.01743,-4.36947,1.04216,3.89683,17.9153,-0.658568,1.00459,0.0869551,17.9153,0.0446752,1.01373,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.83115,0.918462,0.329143,0.00908079,1.66031,0.0395381,0.000123348,-0.00347922,-0.0152923,0.00201914,0.00103738
B20151971030.slt,2015-07-16,11:00,197.458,1,36000,36000,-0.372504,1,-1.3509,7,142.044,1,-1.30866,1,3.16948,1,0.0396883,1,-0.154523,-0.40917,-0.0396555,-0.00912998,-0.000376563,-1.54087e-10,-3.83137e-12,-7.63647e-13,16.7157,388.077,391.858,4.25,0,415.636,9.64952,9.74354,12.75,0,0.0828422,1.92328,1.94202,4.0,0,280.255,278.683,99799.7,1.24305,1010.49,0.0232162,0.205382,0.00748977,963.277,902.803,0.00602532,100.0,0.0,279.585,0.603597,-6.63442,0.0304372,6.66189,5.09981e-14,-9.21809e-15,6.66189,11.9885,174.889,275.198,0.261777,-9999,0.547421,1.67539,10574.7,0.000440144,-0.00951045,-0.00196463,0,53.0239,-8.04658,18.2014,45.324,69.122,96.9446,145.241,-0.365946,1.01792,-0.851085,1.0434,7.68412,18.4853,-1.2883,1.01581,0.171459,18.4853,0.0387108,1.02525,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,2.1409,0.876017,0.333861,0.0165668,1.66596,0.0432885,0.000134335,-0.000677566,-0.0299095,0.00398063,0.000898719
B20151971100.slt,2015-07-16,11:30,197.479,1,36000,36000,-0.366543,1,-0.556505,8,123.12,1,-1.32455,1,2.74707,1,0.035069,1,-0.214079,-0.571024,0.000954731,-0.0127408,-4.39301e-05,-2.69185e-10,-6.62092e-12,-1.33379e-12,16.7261,388.084,391.825,4.1,1,411.398,9.54539,9.63738,13.55,0,0.0828764,1.92292,1.94146,4.0,0,280.161,278.623,99838.0,1.24384,1010.44,0.0232023,0.17801,0.00741339,953.248,899.049,0.00596007,100.0,0.0,279.433,1.19882,-6.5553,0.0307022,6.66409,3.04887e-14,-1.60937e-14,6.66409,12.1413,169.337,280.364,0.263969,-9999,0.542849,1.74993,25038.5,0.00018589,-0.00452003,-0.000815674,0,51.8284,-7.86516,17.791,44.3022,67.5636,94.7589,141.966,-0.360097,1.0179,-0.151238,1.04336,6.59115,18.6796,-1.28761,1.02869,0.147063,18.6796,0.0337775,1.03823,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,2.13584,1.01645,0.347575,0.0113429,1.69731,0.0415993,0.00011832,-0.000120334,-0.0298756,0.0034122,0.000783718
B20151971130.slt,2015-07-16,12:00,197.5,1,36000,36000,-0.422321,1,-3.20862,4,138.37,1,-1.0287,1,3.08695,1,0.0393842,1,-0.476048,-0.328585,0.0176006,-0.0073305,0.000918754,4.12754e-11,1.00847e-12,2.05238e-13,16.7437,388.228,391.946,4.75,0,409.095,9.48551,9.57635,40.0,0,0.0832563,1.93043,1.94892,4.0,0,280.036,278.49,99858.0,1.24472,1010.4,0.0231866,0.200034,0.00737189,947.458,890.756,0.00592255,100.0,0.0,279.345,1.36847,-6.81908,0.0295894,6.9551,5.16364e-14,2.46513e-15,6.9551,12.679,168.384,281.348,0.243757,-9999,0.582487,1.82105,5365.84,0.000867413,-0.0231886,-0.00437994,0,53.321,-8.09167,18.3034,45.578,69.5093,97.4878,146.055,-0.414538,1.01878,-2.66856,1.0454,7.04629,19.6373,-0.997581,1.0312,0.157198,19.6373,0.0378237,1.04126,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,1,0,0,0,0,2.1012,1.16845,0.372447,0.0105391,1.68434,0.0386496,0.000104874,-0.00212185,-0.0231305,0.00364488,0.000877002
B20151971200.slt,2015-07-16,12:30,197.521,1,36000,36000,-0.455245,1,0.297996,4,131.722,1,-1.69111,1,2.93887,1,0.0436142,1,0.309339,0.457098,-0.0560604,0.0101984,0.0014638,-4.74948e-11,-1.17201e-12,-2.37907e-13,16.7187,387.77,391.517,4.45,0,412.56,9.56883,9.66128,26.45,0,0.083746,1.94239,1.96115,4.15,0,280.142,278.577,99858.0,1.24429,1010.45,0.0231938,0.190439,0.00743433,955.781,896.139,0.00597476,100.0,0.0,279.472,1.31526,-6.91551,0.0235169,7.03952,2.49462e-14,-2.84082e-15,7.03952,13.8051,169.235,280.768,0.191409,-9999,0.60487,1.86872,-64696.1,-7.19426e-05,0.00226231,0.000391845,0,54.1504,-8.21753,18.5881,46.2869,70.5905,99.0042,148.326,-0.447516,1.01727,0.850824,1.04253,9.68947,13.5943,-1.64411,1.02859,0.216183,13.5943,0.042042,1.0374,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,2.27434,1.07612,0.386989,0.0115176,1.70974,0.0394543,0.000110971,0.000676714,-0.0381331,0.00501411,0.000975113
B20151971230.slt,2015-07-16,13:00,197.542,1,36000,36000,-0.565802,1,12.9839,1,215.18,1,-2.89609,1,4.80144,1,0.0474006,1,0.416269,-0.0999626,-0.0629991,-0.00223053,0.000495284,-1.13156e-10,-2.79068e-12,-5.68747e-13,16.6905,387.255,390.989,4.15,0,411.626,9.5506,9.6427,8.8,0,0.0838904,1.94644,1.9652,3.85,0,280.168,278.693,99864.0,1.24385,1010.44,0.0232021,0.311133,0.00741751,954.017,903.43,0.00596334,100.0,0.0,279.445,1.22962,-7.47788,0.0137236,7.57831,-1.74991e-14,-6.77964e-15,7.57831,13.2563,170.568,279.338,0.103757,-9999,0.674447,2.17843,-2058.55,-0.00226101,0.0603396,0.0153171,0,55.8684,-8.47825,19.1778,47.7555,72.8301,102.145,153.032,-0.555384,1.01876,13.3232,1.04577,14.9358,14.407,-2.8239,1.02556,0.333271,14.407,0.0457971,1.03501,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,2.78239,1.13012,0.444349,0.0109165,1.76643,0.0409176,0.000107583,0.0106006,-0.0655206,0.0077326,0.00106259
B20151971300.slt,2015-07-16,13:30,197.562,1,36000,36000,-0.449855,1,7.91759,1,190.864,1,-2.27525,1,4.25926,1,0.046893,1,0.344908,0.104811,-0.0662588,0.00233892,0.00184642,1.29199e-10,3.19718e-12,6.55333e-13,16.6671,386.714,390.45,4.25,0,412.448,9.56972,9.66218,6.6,0,0.0845403,1.96153,1.98048,4.05,0,280.207,278.79,99898.0,1.24384,1010.45,0.0232023,0.276,0.00743231,956.252,909.512,0.00597532,100.0,0.0,279.479,0.979544,-7.15115,0.00781944,7.21793,5.47038e-14,7.75172e-15,7.21793,12.6285,172.213,277.8,0.0620706,-9999,0.601388,1.88646,-2393.88,-0.00194429,0.0414829,0.0104751,0,54.6793,-8.2978,18.7696,46.7391,71.28,99.9712,149.775,-0.442004,1.01776,8.41643,1.04361,13.8465,13.7843,-2.22711,1.02161,0.308993,13.7843,0.0455015,1.03058,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,2.29756,1.10219,0.373182,0.00926347,1.73731,0.0425399,0.000162461,0.00669652,-0.0516739,0.00716935,0.00105574
B20151971330.slt,2015-07-16,14:00,197.583,1,36000,36000,-0.498958,1,-1.15242,7,244.414,1,-1.99946,1,5.45444,1,0.0416132,1,0.118945,-0.804047,-0.0343309,-0.0179434,0.00134541,-7.41695e-11,-1.8086e-12,-3.78592e-13,16.657,386.433,390.109,4.0,0,406.177,9.42309,9.51273,11.85,0,0.0850244,1.97252,1.99129,4.05,0,280.195,278.823,99922.0,1.24405,1010.38,0.0231995,0.353448,0.00731931,941.826,911.617,0.00588343,100.0,0.0,279.259,1.01749,-7.298,0.0391336,7.36869,-1.7294e-13,-4.45275e-15,7.36869,13.4507,172.041,277.937,0.304288,-9999,0.633304,2.03234,19209.6,0.000242296,-0.00471504,-0.0014477,0,54.439,-8.26133,18.6872,46.5337,70.9668,99.5319,149.117,-0.489255,1.01983,-0.406252,1.04794,11.9643,20.4286,-1.95482,1.02284,0.267,20.4286,0.0402711,1.03333,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,2.45963,1.18747,0.417576,0.0105024,1.70423,0.0443781,0.00010615,-0.000323202,-0.0453508,0.00619426,0.000934269
B20151971400.slt,2015-07-16,14:30,197.604,1,36000,36000,-0.45436,1,-0.0756198,7,162.502,1,-2.02879,1,3.62698,1,0.0468717,1,0.54688,0.236655,-0.0349039,0.00528204,0.000438378,-1.04961e-11,-2.57308e-13,-5.37137e-14,16.6363,386.148,389.838,4.4,0,407.833,9.46627,9.55674,16.7,0,0.0851361,1.97611,1.99499,3.85,0,280.318,278.977,99926.7,1.24341,1010.4,0.0232111,0.235028,0.00734915,946.187,921.357,0.00591049,100.0,0.0,279.326,0.759408,-7.18082,0.0540919,7.22107,5.74498e-14,-6.30916e-16,7.22107,12.6461,173.735,276.037,0.429198,-9999,0.604495,1.98331,254599.0,1.82813e-05,-0.000465347,-9.95715e-05,0,54.7686,-8.31135,18.8003,46.8154,71.3964,100.135,150.02,-0.446427,1.01777,0.616323,1.04362,11.8237,13.7437,-1.99244,1.01824,0.2639,13.7437,0.0456312,1.02718,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,80,80,0,0,0,2,0,0,0,2.47257,1.11854,0.37551,0.0109648,1.67115,0.0424302,0.00010762,0.000490571,-0.0462467,0.00612542,0.00105915
