date,time,DOY,Pa_1_1_1,Ta_1_1_1,Ta_1_3_1,RH_1_3_1,RH_1_1_1,Ta_1_5_1,Ta_1_4_1,Ta_1_3_2,Ta_1_2_1,MWS_1_4_1,WD_1_4_1,MWS_1_1_1,WD_1_1_1,P_1_1_1,SWin_1_1_1,SWout_1_1_1,LWin_1_1_1,LWout_1_1_1,Rn_1_1_1,Ts_1_6_1,Ts_1_7_1,Ts_1_8_1,Ts_1_9_1,Ts_1_10_1,Ts_1_11_1,Ts_1_12_1,SWC_1_6_1,SWC_1_8_1,SWC_1_9_1
[yyyy-mm-dd],[HH:MM],[ddd.ddd],[Pa],[K],[K],[%],[%],[K],[K],[K],[K],[m/s],[Degrees_past_North],[m/s],[Degrees_past_North],[m],[W/m^2],[W/m^2],[W/m^2],[W/m^2],[W/m^2],[K],[K],[K],[K],[K],[K],[K],[m^3/m^3],[m^3/m^3],[m^3/m^3]
2015-07-20,02:30,201.1041,100325.0,286.453,286.183,89.7667,87.9667,286.22,286.133,286.4,286.713,1.89042,106.4,3.16816,103.533,0.0,0.0,0.0,364.033,376.803,-12.7667,286.817,280.023,278.57,275.48,273.14,272.33,271.12,0.0949,0.530767,0.6247
2015-07-20,03:00,201.1249,100311.0,286.25,285.817,91.7667,89.0333,285.857,285.8,286.103,286.523,2.04353,112.046,3.3501,109.333,0.0,0.0,0.0,365.073,375.09,-10.0167,286.683,279.907,278.517,275.48,273.143,272.33,271.12,0.0950333,0.5309,0.6247
2015-07-20,03:30,201.1458,100292.0,286.407,286.033,88.1333,85.4333,286.217,286.163,286.457,286.83,2.35037,113.619,3.6576,116.826,0.0,1.00667,0.0,368.587,376.583,-6.99,286.58,279.83,278.467,275.48,273.15,272.33,271.12,0.0951333,0.530933,0.624633
2015-07-20,04:00,201.1666,100280.0,286.3,285.7,90.4,86.5,285.58,285.593,285.86,286.457,2.18994,74.5512,3.75671,77.7328,0.0,3.39,0.0,368.763,374.553,-2.4,286.463,279.743,278.42,275.48,273.15,272.33,271.12,0.0953333,0.531,0.624733
2015-07-20,04:30,201.1874,100249.0,286.147,285.68,91.8333,88.7667,285.89,285.817,286.02,286.407,2.53866,86.2927,4.20058,88.9317,0.0,8.24667,0.0,367.423,375.977,-0.306667,286.35,279.683,278.377,275.48,273.15,272.33,271.12,0.0954667,0.5311,0.624667
2015-07-20,05:00,201.2083,100243.0,286.03,285.78,92.5,90.6,285.937,285.82,286.06,286.327,2.7511,107.096,4.24194,104.695,0.0,21.5033,1.43333,360.64,376.537,4.17,286.273,279.64,278.327,275.48,273.15,272.33,271.12,0.0956333,0.531133,0.6247
2015-07-20,05:30,201.2291,100239.0,286.303,286.123,92.6333,90.6,286.357,286.207,286.44,286.643,2.6893,124.299,3.93975,125.535,0.0,32.3867,4.45333,365.39,379.827,13.4933,286.247,279.65,278.29,275.477,273.153,272.33,271.12,0.0958,0.531233,0.624667
2015-07-20,06:00,201.2499,100215.0,286.697,286.523,90.2,88.3,286.787,286.65,286.893,287.113,3.4654,124.269,5.00833,125.634,0.0,33.1167,3.25,367.287,381.077,16.08,286.237,279.693,278.253,275.47,273.16,272.33,271.12,0.0960333,0.5313,0.624533
2015-07-20,06:30,201.2707,100207.0,286.92,286.73,89.0,87.1333,286.907,286.763,287.013,287.233,3.30479,122.967,4.91065,123.299,0.0,24.6733,1.40667,371.177,381.71,12.7367,286.227,279.703,278.22,275.467,273.16,272.33,271.12,0.0961667,0.531333,0.624733
2015-07-20,07:00,201.2916,100192.0,287.097,286.923,90.1667,87.9333,287.123,286.98,287.223,287.427,3.5799,130.666,5.2581,131.233,0.0001,51.96,7.74667,370.42,383.487,31.14,286.237,279.767,278.197,275.46,273.16,272.337,271.123,0.0963,0.5314,0.6247
2015-07-20,07:30,201.3124,100182.0,287.563,287.427,89.6,87.3,287.67,287.513,287.75,287.943,3.96766,128.166,5.82726,128.6,0.0,97.3867,14.2267,356.587,386.543,53.21,286.293,279.88,278.177,275.453,273.16,272.33,271.127,0.0964667,0.531467,0.624767
2015-07-20,08:00,201.3332,100169.0,288.747,288.76,83.9667,82.32,289.093,288.863,289.04,289.147,4.32131,132.164,6.28507,132.762,0.0,216.593,39.37,352.66,395.667,134.213,286.413,280.067,278.17,275.45,273.163,272.34,271.13,0.0965667,0.5315,0.624767
2015-07-20,08:30,201.3541,100158.0,289.693,289.687,77.9533,76.36,289.803,289.59,289.83,289.973,4.78439,145.234,7.09602,146.168,0.0,168.883,30.7433,371.163,398.473,110.823,286.58,280.297,278.17,275.44,273.163,272.337,271.123,0.0965333,0.5315,0.6247
2015-07-20,09:00,201.3749,100152.0,290.007,289.957,75.0667,73.4167,290.213,289.99,290.227,290.36,5.17183,146.767,7.71057,148.3,0.0,195.737,34.12,362.813,400.513,123.917,286.677,280.473,278.183,275.433,273.17,272.337,271.127,0.0964,0.5314,0.624733
2015-07-20,09:30,201.3957,100143.0,290.69,290.81,72.0733,71.0367,291.183,290.88,291.047,291.053,5.23617,146.0,7.78033,147.133,0.0,316.353,60.4867,346.87,407.577,195.157,286.86,280.68,278.21,275.43,273.17,272.333,271.127,0.0962,0.531233,0.624667
2015-07-20,10:00,201.4165,100123.0,291.683,291.967,66.43,65.9733,292.183,291.817,291.963,291.883,5.50072,141.866,8.24677,142.367,0.0,379.29,73.2833,347.267,415.047,238.23,287.2,280.933,278.247,275.42,273.17,272.34,271.13,0.0959,0.530967,0.6246
2015-07-20,10:30,201.4374,100119.0,292.15,292.433,63.7933,63.3767,292.693,292.32,292.463,292.387,5.23371,147.767,8.07747,149.567,0.0,384.01,72.6733,350.363,418.73,242.973,287.483,281.15,278.293,275.42,273.177,272.337,271.13,0.0954667,0.5306,0.624567
2015-07-20,11:00,201.4582,100116.0,292.403,292.727,62.1067,61.8967,292.943,292.56,292.703,292.617,5.21355,153.972,8.19981,156.136,0.0,385.913,71.85,347.73,421.083,240.71,287.803,281.403,278.347,275.41,273.177,272.34,271.13,0.0949667,0.530267,0.624533
2015-07-20,11:30,201.479,100088.0,293.273,293.807,60.0633,60.3933,294.547,293.977,293.98,293.66,5.09968,148.6,7.74806,148.934,0.0,631.377,121.057,342.66,436.017,416.96,288.27,281.77,278.41,275.41,273.173,272.34,271.13,0.0944667,0.5298,0.624567
2015-07-20,12:00,201.4999,100076.0,294.357,294.99,57.1033,57.5933,295.74,295.187,295.16,294.873,4.32085,166.187,6.83254,166.063,0.0,648.86,122.617,346.767,445.99,427.017,288.893,282.227,278.493,275.403,273.18,272.34,271.13,0.0939667,0.5293,0.6246
2015-07-20,12:30,201.5207,100056.0,295.03,295.75,53.8567,54.4933,296.343,295.75,295.723,295.44,4.11439,165.564,6.47906,166.599,0.0,625.74,116.513,359.783,451.4,417.607,289.373,282.72,278.593,275.403,273.177,272.34,271.13,0.0933667,0.528667,0.6246
2015-07-20,13:00,201.5415,100030.0,295.517,296.12,52.59,52.8533,296.787,296.22,296.253,296.02,3.7133,161.6,5.97344,162.8,0.0,583.18,107.89,360.467,451.867,383.89,289.647,283.147,278.703,275.403,273.18,272.34,271.13,0.0927,0.527967,0.624467
2015-07-20,13:30,201.5624,100018.0,296.25,296.957,48.1667,48.4767,297.493,296.897,296.93,296.65,4.03094,166.973,6.32772,168.603,0.0,633.23,115.923,358.18,457.297,418.19,290.033,283.733,278.833,275.407,273.18,272.34,271.13,0.0922,0.527233,0.624533
2015-07-20,14:00,201.5832,100004.0,296.607,297.21,45.9767,45.9967,297.923,297.343,297.38,297.147,4.04292,166.932,6.29783,166.365,0.0,633.837,115.097,359.8,458.923,419.617,290.283,284.133,278.983,275.41,273.18,272.34,271.13,0.0916667,0.5264,0.6245
2015-07-20,14:30,201.604,99983.0,297.61,298.35,41.7167,41.8533,298.99,298.403,298.44,298.183,4.31359,175.234,6.80695,176.135,0.0,699.807,129.407,361.447,467.66,464.187,290.7,284.607,279.157,275.42,273.18,272.34,271.13,0.0912333,0.5255,0.624433
2015-07-20,15:00,201.6249,99968.0,297.867,298.627,41.77,41.9567,299.19,298.643,298.703,298.45,4.80767,184.03,7.64537,185.494,0.0,689.643,128.19,360.287,467.763,453.983,291.067,284.95,279.343,275.43,273.19,272.347,271.133,0.0908,0.5246,0.624467
2015-07-20,15:30,201.6457,99937.3,297.807,298.237,42.6667,42.31,298.357,297.93,298.147,298.143,4.67024,186.028,7.46772,186.262,0.0,440.313,79.38,368.667,456.387,273.207,291.23,284.983,279.517,275.443,273.19,272.34,271.137,0.0904333,0.523667,0.6244
2015-07-20,16:00,201.6665,99914.3,298.143,298.537,41.5533,40.9567,298.903,298.443,298.643,298.637,4.38718,176.334,6.84992,177.367,0.0,490.207,91.0633,373.603,460.683,312.063,291.247,284.927,279.68,275.457,273.19,272.34,271.13,0.0901,0.5228,0.624333
2015-07-20,16:30,201.6873,99901.0,298.69,299.163,38.73,38.2167,299.277,298.847,299.043,299.05,4.79236,190.439,7.59178,191.044,0.0,504.61,94.7367,364.563,462.36,312.077,291.517,284.853,279.827,275.48,273.19,272.343,271.13,0.0898667,0.522067,0.6242
2015-07-20,17:00,201.7082,99877.0,298.543,298.857,37.8633,37.07,298.74,298.35,298.623,298.75,4.34161,177.434,6.71934,177.101,0.0,375.017,69.8533,363.86,455.73,213.293,291.607,284.657,279.943,275.503,273.19,272.343,271.14,0.0897,0.521367,0.624267
2015-07-20,17:30,201.729,99865.0,298.507,298.757,37.9033,36.7867,299.013,298.61,298.873,298.967,4.36414,180.931,6.8986,181.628,0.0,412.337,78.5833,377.027,457.597,253.183,291.533,284.603,280.04,275.53,273.193,272.347,271.14,0.0895333,0.520667,0.624233
2015-07-20,18:00,201.7498,99843.3,298.997,299.35,33.5733,32.7533,299.3,298.953,299.227,299.34,4.70628,175.399,7.57341,176.533,0.0,436.477,87.25,358.83,457.68,250.377,291.653,284.46,280.113,275.557,273.19,272.347,271.137,0.0893667,0.520033,0.624267
2015-07-20,18:30,201.7707,99824.0,299.077,299.38,33.63,32.7267,299.213,298.913,299.21,299.403,4.59208,178.701,7.40312,178.867,0.0,394.797,81.6267,356.517,455.283,214.403,291.64,284.233,280.163,275.58,273.19,272.34,271.133,0.0892667,0.5194,0.624133
2015-07-20,19:00,201.7915,99832.7,298.68,298.873,33.6467,32.65,298.497,298.257,298.61,298.877,4.8392,187.8,7.75521,190.233,0.0,318.09,67.09,353.8,448.597,156.21,291.627,284.027,280.193,275.613,273.2,272.34,271.133,0.0892,0.5189,0.624067
2015-07-20,19:30,201.8123,99843.7,297.75,297.73,37.55,36.15,297.327,297.107,297.497,297.887,3.95905,184.134,6.25046,185.669,0.0,228.65,48.4767,352.13,439.737,92.5633,291.437,283.753,280.21,275.65,273.2,272.35,271.14,0.0892,0.5184,0.6241
2015-07-20,20:00,201.8332,99839.0,296.37,295.997,43.63,41.35,295.147,295.043,295.61,296.183,3.18372,170.17,5.16436,169.969,0.0,98.9667,18.0167,349.59,423.823,6.71333,291.14,283.41,280.207,275.68,273.207,272.35,271.14,0.0893,0.518033,0.624033
2015-07-20,20:30,201.854,99843.0,294.88,294.28,51.0033,47.28,293.957,293.833,294.363,295.03,2.79998,151.899,4.53627,153.93,0.0,133.447,28.1067,354.773,418.297,41.8233,290.847,283.107,280.19,275.71,273.21,272.35,271.14,0.0895,0.5178,0.624033
2015-07-20,21:00,201.8748,99843.3,295.87,295.743,50.3333,48.02,294.997,294.79,295.247,295.737,2.75432,145.57,4.35699,146.706,0.0,148.893,34.94,351.693,422.9,42.7467,290.743,282.923,280.157,275.74,273.21,272.35,271.14,0.0898,0.517667,0.623933
2015-07-20,21:30,201.8956,99850.0,294.87,294.323,57.41,53.29,293.353,293.28,293.907,294.647,2.59644,133.161,4.26538,135.894,0.0,91.42,19.2967,353.67,413.613,12.18,290.573,282.673,280.117,275.77,273.217,272.35,271.14,0.0901333,0.5175,0.623567
2015-07-20,22:00,201.9165,99859.0,293.287,292.533,65.88,61.25,292.023,292.0,292.62,293.347,2.65244,127.968,4.38706,129.267,0.0,54.0533,9.88667,362.747,407.213,-0.296667,290.43,282.503,280.067,275.8,273.22,272.35,271.14,0.0905,0.517433,0.6219
2015-07-20,22:30,201.9373,99859.0,292.4,291.667,69.1767,64.97,291.307,291.283,291.85,292.54,2.87138,129.501,4.6594,130.267,0.0,36.3767,6.21,358.683,402.393,-13.54,290.287,282.33,280.013,275.823,273.22,272.35,271.137,0.0908333,0.5174,0.6219
2015-07-20,23:00,201.9581,99860.3,291.857,291.243,67.21,63.9833,291.077,291.06,291.597,292.147,3.30949,142.234,5.16866,141.734,0.0,21.1767,3.37667,350.54,398.96,-30.62,290.1,282.117,279.96,275.847,273.227,272.35,271.14,0.0912,0.5174,0.6218
2015-07-20,23:30,201.979,99872.0,291.62,291.1,63.6333,60.95,290.88,290.837,291.323,291.837,3.56911,141.907,5.50238,143.806,0.0,10.2333,0.92,357.157,397.897,-31.4267,289.903,281.93,279.9,275.867,273.23,272.35,271.14,0.0914333,0.517467,0.621767
2015-07-21,00:00,202.0,99870.0,290.837,290.373,66.1,63.63,290.3,290.223,290.677,291.117,3.80208,135.267,5.76224,137.166,0.0,3.71,0.0,361.603,395.473,-30.16,289.733,281.777,279.84,275.883,273.23,272.35,271.14,0.0917,0.5175,0.6218
2015-07-21,00:30,202.0208,99866.3,290.83,290.457,63.7933,61.79,290.517,290.403,290.817,291.177,4.29228,140.367,6.4962,140.967,0.0,0.0,0.0,365.933,396.893,-30.9633,289.58,281.673,279.777,275.897,273.237,272.35,271.143,0.092,0.517567,0.6217
2015-07-21,01:00,202.0416,99858.7,290.743,290.423,62.7267,60.9633,290.467,290.34,290.727,291.053,4.95634,137.733,7.62901,137.067,0.0,0.0,0.0,364.913,397.277,-32.3633,289.44,281.62,279.713,275.91,273.24,272.35,271.147,0.0923,0.517633,0.6216
2015-07-21,01:30,202.0624,99858.7,290.67,290.377,61.45,59.8167,290.473,290.337,290.71,291.017,5.54032,139.534,8.3641,141.333,0.0,0.0,0.0,364.243,397.457,-33.2133,289.29,281.58,279.653,275.92,273.24,272.35,271.15,0.0925333,0.517733,0.621633
2015-07-21,02:00,202.0833,99861.3,290.56,290.297,59.93,58.45,290.363,290.223,290.587,290.877,5.64317,147.1,8.54564,148.4,0.0,0.0,0.0,365.03,397.023,-31.99,289.13,281.523,279.6,275.927,273.25,272.35,271.15,0.0928,0.5178,0.6216
2015-07-21,02:30,202.1041,99887.0,290.18,289.923,60.1967,58.7467,289.95,289.817,290.167,290.457,5.08784,156.436,7.75184,157.104,0.0,0.0,0.0,364.85,394.967,-30.1167,288.953,281.45,279.547,275.93,273.25,272.353,271.15,0.0930333,0.517967,0.6216
2015-07-21,03:00,202.1249,99887.7,289.74,289.46,61.5233,59.99,289.49,289.363,289.713,290.027,4.70056,155.266,7.15848,156.333,0.0,1.85333,0.0,360.607,392.38,-29.9233,288.77,281.35,279.497,275.933,273.253,272.35,271.147,0.0931333,0.517933,0.621533
2015-07-21,03:30,202.1458,99869.3,289.537,289.27,62.7633,61.27,289.37,289.25,289.597,289.883,4.85749,147.033,7.40462,148.1,0.0,6.97333,0.0,358.63,391.84,-26.2367,288.607,281.263,279.443,275.933,273.26,272.35,271.15,0.0932667,0.518,0.621433
2015-07-21,04:00,202.1666,99862.7,289.42,289.183,63.0267,61.5933,289.277,289.15,289.477,289.75,5.00161,143.4,7.64261,144.933,0.0,8.28667,0.0,360.6,391.817,-22.9233,288.46,281.213,279.397,275.933,273.26,272.357,271.15,0.0934333,0.518033,0.6215
2015-07-21,04:30,202.1874,99873.7,289.2,288.977,63.7667,62.39,289.087,288.95,289.26,289.513,4.8127,140.933,7.40132,142.5,0.0,6.10667,0.0,366.11,391.29,-19.07,288.313,281.167,279.353,275.93,273.263,272.36,271.15,0.0935333,0.5181,0.6215
2015-07-21,05:00,202.2083,99862.3,289.117,288.907,63.71,62.4,289.087,288.93,289.227,289.463,5.14869,139.1,7.98453,140.1,0.0,13.63,1.06333,367.383,391.69,-11.7433,288.173,281.14,279.31,275.93,273.27,272.36,271.15,0.0936667,0.518133,0.6195
2015-07-21,05:30,202.2291,99858.7,289.09,288.903,63.59,62.3533,289.067,288.907,289.197,289.417,5.04197,137.633,7.81046,137.633,0.0,16.7533,1.77333,368.927,391.927,-8.01667,288.043,281.13,279.27,275.93,273.27,272.357,271.15,0.0937667,0.518233,0.6191
2015-07-21,06:00,202.2499,99858.7,288.997,288.823,64.0733,62.89,289.027,288.857,289.137,289.343,5.00723,138.833,7.74857,139.933,0.0,27.9533,3.89667,367.633,391.97,-0.273333,287.913,281.107,279.23,275.92,273.273,272.357,271.15,0.0938333,0.518267,0.619167
2015-07-21,06:30,202.2707,99858.7,289.023,288.877,63.8567,62.71,289.063,288.887,289.16,289.363,5.00816,147.167,7.85297,147.1,0.0,44.7967,6.97667,366.027,392.723,11.1233,287.807,281.123,279.2,275.92,273.28,272.36,271.15,0.0939,0.518233,0.6191
2015-07-21,07:00,202.2916,99859.0,289.087,288.96,63.81,62.7367,289.187,289.003,289.263,289.447,5.2396,148.666,8.24825,150.566,0.0,56.8633,9.16,368.083,393.717,22.07,287.703,281.143,279.17,275.91,273.28,272.36,271.15,0.0939,0.518233,0.619033
2015-07-21,07:30,202.3124,99861.3,289.167,289.063,63.6467,62.6,289.3,289.097,289.35,289.517,5.1605,149.699,7.92608,151.933,0.0,76.8467,12.6833,368.42,394.987,37.6033,287.627,281.183,279.15,275.907,273.28,272.36,271.15,0.0939,0.5182,0.619033
2015-07-21,08:00,202.3332,99866.7,289.283,289.2,63.54,62.54,289.417,289.21,289.457,289.62,5.44387,148.7,8.42044,151.467,0.0,88.6167,14.8667,367.12,395.92,44.9467,287.57,281.243,279.133,275.9,273.29,272.36,271.15,0.0938667,0.518133,0.619067
2015-07-21,08:30,202.3541,99879.3,289.55,289.517,63.52,62.6367,289.917,289.66,289.877,289.963,5.19712,149.667,7.80692,150.833,0.0,156.107,29.01,367.187,399.95,94.3267,287.53,281.317,279.12,275.89,273.29,272.36,271.15,0.0938,0.518,0.619
2015-07-21,09:00,202.3749,99878.3,290.023,290.07,61.9633,61.2733,290.253,289.987,290.203,290.287,5.39154,148.067,8.23544,149.267,0.0,165.967,29.56,366.603,402.663,100.343,287.59,281.473,279.117,275.883,273.29,272.36,271.153,0.0937,0.517967,0.618867
2015-07-21,09:30,202.3957,99867.3,290.197,290.193,62.4433,61.5867,290.467,290.21,290.44,290.543,5.19649,151.067,7.80317,151.533,0.0,154.777,27.5833,368.567,403.583,92.1767,287.583,281.567,279.12,275.873,273.29,272.36,271.153,0.0935,0.517767,0.618933
2015-07-21,10:00,202.4165,99866.7,290.527,290.503,62.86,61.85,290.757,290.5,290.737,290.863,4.89241,157.066,6.96361,157.433,0.0,149.893,26.3267,369.647,405.407,87.8,287.61,281.657,279.13,275.87,273.3,272.36,271.16,0.0933667,0.5176,0.618833
2015-07-21,10:30,202.4374,99874.7,290.857,290.843,62.77,61.7233,291.087,290.83,291.06,291.197,4.38776,164.033,6.76832,163.433,0.0,157.61,27.3533,370.863,407.577,93.54,287.647,281.767,279.143,275.867,273.3,272.36,271.16,0.0932667,0.5174,0.6189
2015-07-21,11:00,202.4582,99860.7,291.22,291.193,61.89,60.7567,291.423,291.167,291.41,291.56,4.29304,169.568,6.62327,170.867,0.0,157.547,27.2267,372.8,409.403,93.7233,287.7,281.857,279.163,275.857,273.3,272.36,271.16,0.0931333,0.517167,0.6189
2015-07-21,11:30,202.479,99859.3,291.5,291.473,60.7967,59.5533,291.673,291.407,291.66,291.82,4.2599,173.5,6.62665,173.5,0.0,159.897,27.2067,374.293,411.023,95.97,287.763,281.96,279.19,275.85,273.3,272.36,271.16,0.0929667,0.5169,0.618867
2015-07-21,12:00,202.4999,99855.7,291.74,291.707,62.0133,60.72,291.907,291.637,291.873,292.053,3.79759,173.367,5.7907,171.533,0.0,156.187,26.8533,377.613,412.58,94.3567,287.827,282.043,279.22,275.843,273.3,272.36,271.16,0.0928,0.5167,0.6187
2015-07-21,12:30,202.5207,99835.7,292.39,292.483,60.2733,59.1367,292.83,292.5,292.7,292.79,4.05262,179.968,6.35958,179.97,0.0,250.423,44.5967,376.897,420.12,162.6,287.987,282.233,279.257,275.847,273.307,272.367,271.16,0.0926667,0.5164,0.618633
2015-07-21,13:00,202.5415,99818.0,293.17,293.457,55.2867,54.6533,293.88,293.497,293.63,293.597,4.86784,184.167,7.8369,184.269,0.0,404.413,72.7167,379.59,429.94,281.35,288.267,282.607,279.3,275.84,273.31,272.37,271.16,0.0923667,0.516033,0.6187
2015-07-21,13:30,202.5624,99806.7,292.99,293.213,58.6933,58.0367,293.183,292.807,292.987,293.027,4.23075,208.976,6.88879,210.351,0.0,257.143,44.1067,383.443,424.577,171.9,288.483,282.817,279.353,275.837,273.31,272.36,271.16,0.092,0.515633,0.618633
2015-07-21,14:00,202.5832,99841.0,290.517,290.79,73.4833,73.5833,291.017,290.58,290.693,290.627,4.14865,261.501,7.07847,263.501,0.0,240.983,40.62,375.89,413.097,163.153,288.547,282.89,279.41,275.84,273.31,272.37,271.16,0.0918333,0.515133,0.618533
2015-07-21,14:30,202.604,99843.3,289.763,290.003,77.4233,77.3867,290.24,289.843,289.963,289.927,3.55059,255.231,6.10999,258.47,0.0,187.953,31.6367,374.823,407.483,123.667,288.563,282.9,279.47,275.84,273.31,272.37,271.16,0.0918,0.5148,0.618467
2015-07-21,15:00,202.6249,99837.0,289.017,289.057,83.9333,82.6333,289.25,288.957,289.143,289.213,2.70792,242.405,4.61701,244.836,0.0,113.643,19.37,377.537,398.637,73.17,288.453,282.723,279.523,275.84,273.313,272.37,271.16,0.0918,0.514533,0.6185
2015-07-21,15:30,202.6457,99840.3,288.917,288.9,87.2333,85.5,289.11,288.82,289.03,289.07,2.32845,209.756,3.76661,211.006,0.0,98.7167,16.17,378.6,397.017,64.1333,288.393,282.59,279.57,275.84,273.32,272.37,271.16,0.0919,0.514333,0.618633
2015-07-21,16:00,202.6665,99840.3,289.097,289.043,85.6667,83.8667,289.263,289.003,289.243,289.373,2.40326,189.766,4.00653,188.665,0.0,103.517,16.38,377.58,397.51,67.21,288.377,282.503,279.6,275.847,273.32,272.37,271.16,0.0921,0.514267,0.6187
2015-07-21,16:30,202.6873,99840.3,289.227,289.12,83.6333,81.5,289.177,288.9,289.187,289.293,2.84022,184.311,4.74341,184.073,0.0001,103.387,17.7233,378.283,395.847,68.11,288.36,282.437,279.627,275.85,273.32,272.363,271.163,0.0922667,0.5142,0.6186
2015-07-21,17:00,202.7082,99847.3,288.727,288.587,88.4667,86.3333,288.7,288.473,288.743,288.893,2.6769,171.622,4.55417,172.728,0.0001,80.69,12.0633,375.7,393.12,51.2067,288.327,282.34,279.637,275.86,273.32,272.37,271.167,0.0924333,0.514167,0.618633
2015-07-21,17:30,202.729,99842.3,288.97,288.82,83.9333,81.5733,288.937,288.687,288.987,289.17,2.88886,174.078,4.73845,174.313,0.0,105.027,17.0767,373.067,394.057,66.96,288.29,282.287,279.64,275.867,273.327,272.37,271.167,0.0926333,0.514133,0.618633
2015-07-21,18:00,202.7498,99835.3,288.903,288.883,87.3333,85.8333,289.167,288.903,289.133,289.25,3.18002,147.668,4.97057,149.135,0.0,135.343,20.52,372.507,396.633,90.7,288.317,282.29,279.64,275.877,273.33,272.37,271.17,0.0927667,0.514167,0.618733
2015-07-21,18:30,202.7707,99820.7,288.873,288.883,87.9,86.8,289.073,288.833,289.027,289.137,3.50699,147.566,5.49035,149.833,0.0,121.837,17.79,371.143,396.2,78.99,288.367,282.323,279.64,275.883,273.33,272.37,271.17,0.0929333,0.5141,0.618767
2015-07-21,19:00,202.7915,99822.3,288.687,288.647,88.2333,87.1,288.857,288.64,288.84,288.983,3.36135,153.667,5.23851,154.167,0.0,83.4567,11.0233,372.83,394.37,50.8933,288.35,282.263,279.64,275.89,273.33,272.37,271.167,0.0930333,0.5141,0.618567
2015-07-21,19:30,202.8123,99830.0,288.697,288.67,87.3,86.2667,288.933,288.71,288.903,289.027,3.50702,154.333,5.48981,156.067,0.0,98.4267,14.7967,374.457,394.947,63.1367,288.33,282.227,279.64,275.9,273.33,272.37,271.17,0.0931,0.514033,0.618633
2015-07-21,20:00,202.8332,99833.3,288.72,288.687,86.2667,85.2333,288.903,288.683,288.88,289.02,3.29642,150.933,5.14222,153.033,0.0,83.2167,12.58,374.707,394.587,50.7567,288.313,282.18,279.633,275.91,273.33,272.37,271.17,0.0932,0.514033,0.618633
2015-07-21,20:30,202.854,99843.0,288.607,288.537,86.2,85.1333,288.717,288.523,288.747,288.917,3.39642,152.932,4.99786,154.0,0.0,67.5333,9.42,365.067,392.54,30.64,288.27,282.09,279.627,275.913,273.34,272.37,271.17,0.0933,0.514,0.618667
2015-07-21,21:00,202.8748,99857.7,288.59,288.5,86.6,85.5667,288.633,288.463,288.697,288.893,3.35435,155.4,4.94093,155.3,0.0,63.79,8.77333,354.783,391.407,18.3967,288.22,281.963,279.617,275.92,273.34,272.37,271.17,0.0933667,0.514,0.618567
2015-07-21,21:30,202.8956,99864.7,288.55,288.43,87.6667,86.5,288.627,288.443,288.683,288.873,3.33033,154.6,4.99526,155.4,0.0,45.1167,4.54333,365.097,391.363,14.3067,288.17,281.857,279.597,275.927,273.34,272.37,271.17,0.0935,0.514,0.6185
2015-07-21,22:00,202.9165,99886.3,288.46,288.353,87.6667,86.5667,288.54,288.34,288.573,288.747,3.27186,175.575,4.98045,175.12,0.0,33.8433,2.48667,374.733,391.403,14.6867,288.147,281.797,279.577,275.933,273.343,272.37,271.17,0.0936,0.514,0.618533
2015-07-21,22:30,202.9373,99913.0,288.337,288.21,89.5333,88.4333,288.407,288.203,288.44,288.623,2.83985,217.829,4.49113,218.079,0.0,12.0067,0.0,383.293,390.62,4.67667,288.11,281.687,279.55,275.94,273.35,272.37,271.17,0.0937333,0.514033,0.618433
2015-07-21,23:00,202.9581,99921.7,287.647,287.567,93.0,92.2667,287.733,287.517,287.727,287.877,2.84564,243.305,4.68108,246.438,0.0,5.56667,0.0,381.977,387.62,-0.0833333,288.08,281.563,279.52,275.947,273.35,272.37,271.17,0.0938667,0.5141,0.6185
2015-07-21,23:30,202.979,99941.7,287.067,286.983,96.7667,96.0,287.183,286.967,287.177,287.3,2.81987,235.433,4.46801,238.134,0.0,0.0,0.0,380.55,384.663,-4.11,288.01,281.43,279.487,275.95,273.35,272.37,271.17,0.0939667,0.5141,0.618467
2015-07-22,00:00,203.0,99944.3,286.623,286.54,99.8333,99.2,286.807,286.61,286.817,286.943,2.65191,211.289,4.08835,214.122,0.0,0.0,0.0,379.837,382.683,-2.85,287.953,281.313,279.45,275.953,273.357,272.37,271.17,0.0941333,0.514133,0.618533
